x
american economic association 7 journals package only available in package subscription (site license); brookings papers on economic activity; cesifo economic studies (institutional regular price); econometrica package; economic policy; economica; economics package includes the economic journal & the econometrics journal; ekonomisk debatt incl swedish economic policy review online outside sweden; environmental & resource economics; european journal of population; european taxation standard journal; finanzarchiv / public finance analysis; health economics online only; imf staff papers/imf economic review; international economic review; international labour review; international tax and public finance; journal of economic growth online only; journal of economic surveys; journal of human resources online only; journal of labor economics basic access one simultaneous user; journal of political economy basic access one simultaneous user; journal of productivity analysis; journal of the european economic association; kyklos: international review of social sciences; national institute economic review; national tax journal & proceedings of the annual conference on taxation (journal full text online; nber working paper series (national bureau of economic research) online only/standard price; oxford economic papers online only (instit regular price); oxford review of economic policy online only (instit regular price); proceedings distributed via cd-roms); public budgeting & finance; public choice; public finance review; public performance and management review; quarterly journal of economics tier 2; regional studies; review of economic studies; review of economics & statistics; review of income and wealth; scandinavian journal of economics; stata journal; world bank economic review online only (corporate price); world economics
american economic association 7 journals package only available in package subscription (site license); brookings papers on economic activity; econometrica package; economic policy; economica; economics package includes the economic journal & the econometrics journal; ekonomisk debatt incl swedish economic policy review online outside sweden; environmental & resource economics; european journal of population; european taxation standard journal; finanzarchiv / public finance analysis; fiscal studies; health economics online only; imf staff papers/imf economic review; international economic review; international labour review; international tax and public finance; jcms:journal of common market studies; journal of economic growth online only; journal of economic surveys; journal of human resources online only; journal of labor economics basic access one simultaneous user; journal of political economy basic access one simultaneous user; journal of productivity analysis; journal of the european economic association; kyklos: international review of social sciences; national institute economic review; national tax journal & proceedings of the annual conference on taxation (journal full text online; nber working paper series (national bureau of economic research) online only/standard price; oxford economic papers online only (instit regular price); oxford review of economic policy online only (instit regular price); proceedings distributed via cd-roms); public budgeting & finance; public choice; public finance review; public performance and management review; quarterly journal of economics tier 2; rand journal of economics; regional studies; review of economic studies; review of economics & statistics; review of income and wealth; scandinavian journal of economics; stata journal; world bank economic review online only (corporate price); world economics
american economic association 7 journals package only available in package subscription (site license); brookings papers on economic activity; econometrica package; economic policy; economica; economics package includes the economic journal & the econometrics journal; ekonomisk debatt incl swedish economic policy review online outside sweden; environmental & resource economics; european journal of population; european taxation standard journal; finanzarchiv / public finance analysis; health economics online only; imf staff papers/imf economic review; international economic review; international labour review; international tax and public finance; jcms:journal of common market studies; journal of economic growth online only; journal of economic surveys; journal of human resources online only; journal of labor economics basic access one simultaneous user; journal of political economy basic access one simultaneous user; journal of productivity analysis; journal of the european economic association; kyklos: international review of social sciences; national institute economic review; national tax journal & proceedings of the annual conference on taxation (journal full text online; nber working paper series (national bureau of economic research) online only/standard price; oxford economic papers online only (instit regular price); oxford review of economic policy online only (instit regular price); proceedings distributed via cd-roms); public budgeting & finance; public choice; public finance review; public performance and management review; quarterly journal of economics tier 2; rand journal of economics; regional studies; review of economic studies; review of economics & statistics; review of income and wealth; scandinavian journal of economics; stata journal; world bank economic review online only (corporate price); world economics
american economic review
american economic review; economic policy; journal of applied economics; journal of economic literature; journal of economic perspectives; macroeconomics; microeconomics
american journal of agricultural economics; annals of botany; european review of agricultural economics; forestry; ices journal of marine science; journal of experimental botany; poultry science; tree physiology
american journal of public health
american journal of sociology
american medical association
american mineralogist; antarctic & alpine research; arctic; canadian journal of earth sciences; canadian journal of remote sensing; earth; earth and environmental science transactions of the royal society of edinburgh; episodes; european journal of mineralogy; exploration geophysics; geo: connexion; geological magazine; geophysical journal international; geophysics; geoscience canada; holocene; ieee transactions of geoscience and remote sensing; international geology review; journal of petrology; journal of sedimentary research; mineralogical magazine; refworks
american pamphlets series; american slavery collection; early american newspapers 1690-1922
american physical society -lehtipaketti
american physical society journals
american physiological society
american psychiatric association publishing
american thoracic society
ammattikirjasto (juridiikka & talous & työsuhde); kauppakamaritieto
ammattikirjasto; ulkomaakaupan verkkopalvelu (turun amk:n hankkimat sisällöt)
ams journals (selection); mathscinet
ams selected journals
anatomy & physiology
anatomy & physiology; jbi complete; nursing 1; nursing 2
animal
annals of glaciology euroopan sisällä
année philologique
année philologique; bse; cinahl; cmmc; ebscohost ase; ha; iel; mla; philindex; rilm; sportdiscus
annual reviews
annual reviews (biomed&economics&physical&soc sci)
antarctic & alpine research; arctic
applied linguistics; grove art online; oxford reference online (oro)
aps journals
aps journals (prola); highwire; international encyclopedia of laws: environmental law (iel); learntechlib the learning and technology library; medicinescomplete; metsämuuronen: ttp (tutkijalaitos)+ltk; nber working papers; optics infobase; epress
aps-all
aps-all (online)
arabidopsis information resource (tair)
archaeological bibliography 1956-; dyabola
archives of sexuality and gender: lgbtq history and culture since 1940 part i; british library newspapers; gale virtual reference library; times digital archive
aristoteles latinus -online (ald); in principio (online); international encyclopaedia for the middle ages-online (iema) & lexicon des mittelalters (lexma); the database of latin dictionaries online (dld)
aristoteles latinus (ald) & library of latin texts; aristoteles latinus -online (ald); in principio (online); international encyclopaedia for the middle ages-online (iema) & lexicon des mittelalters (lexma); the bibliography of british and irish history online ( bbih ); the cross database searchtool (llt); the database of latin dictionaries online (dld)
aristoteles latinus (ald) & library of latin texts; aristoteles latinus -online (ald); in principio (online); international encyclopaedia for the middle ages-online (iema) & lexicon des mittelalters (lexma); the cross database searchtool (llt); the database of latin dictionaries online (dld)
aristoteles latinus (ald) & library of latin texts; aristoteles latinus -online (ald); in principio (online); the bibliography of british and irish history online ( bbih ); the cross database searchtool (llt); the database of latin dictionaries online (dld)
arkhimedes määräaikainen suomen sisällä
arkisto
arkisto; helsingins sanomat -verkkolehti
art & sciences iii; art & sciences iv
art and architecture in video; music online
art and humanities full text; avery index to architectural periodicals; business suite; csa complete collection; dissertations & theses; early english books online; ebrary academic complete; econlit; fiaf plus; international bibliography of art; periodicals index online; polymer library; proquest education journals; psycarticles; refworks; safari technical books online; the vogue archive; ulrichsweb
art and humanities full text; avery index to architectural periodicals; business suite; csa complete collection; dissertations & theses; early english books online; ebrary academic complete; fiaf plus; international bibliography of art; papers invited; periodicals index online; polymer library; proquest education journals; psycarticles; refworks; safari technical books online; the vogue archive; ulrichsweb
art and humanities full text; avery index to architectural periodicals; csa complete collection; dissertations & theses; early english books online; ebrary academic complete; econlit; fiaf plus; international bibliography of art; periodicals index online; polymer library; proquest central; proquest education journals; psycarticles; refworks; safari technical books online; the vogue archive; ulrichsweb
art and humanities full text; avery index to architectural periodicals; csa complete collection; dissertations & theses; early english books online; ebrary academic complete; fiaf plus; international bibliography of art; periodicals index online; polymer library; proquest central; proquest education journals; psycarticles; refworks; safari technical books online; the vogue archive
art and humanities full text; avery index to architectural periodicals; csa complete collection; dissertations & theses; early english books online; ebrary academic complete; fiaf plus; periodicals index online; polymer library; proquest central; proquest education journals; psycarticles; refworks; safari technical books online; the vogue archive; ulrichsweb
art and humanities full text; csa complete collection; dissertations & theses; early english books online; ebrary academic complete; fiaf plus; periodicals index online; proquest central; proquest education journals; psycarticles; refworks; safari technical books online; the vogue archive; ulrichsweb
art and sciences i; art and sciences iii
artbibliographies modern
artikel-sök
artikelsök
arts & humanities database; ebrary; econlit; education database; fiaf; pqdt global; proquest central; proquest complete collection; psycarticles; refworks; safari; ulrichsweb; vogue archive
arts & science i; business collection
arts & sciences i
arts & sciences i-iv; ecology & botany collection
arts and sciences i
arts and sciences i ja business collection
arts and sciences i-iii
arts and sciences i-iv; ecology and botany coll.
arts and sciences i; arts and sciences ii; arts and sciences iii; arts and sciences iv
arts and sciences i; arts and sciences ii; arts and sciences iii; arts and sciences iv; biological sciences; jstor arts & sciences: v & vii & viii & xi & xii
arts and sciences i; arts and sciences ii; arts and sciences iii; business collection
arts and sciences i; arts and sciences iii
arts and sciences i; arts and sciences iv
arts and sciences i; business collection
arts and sciences iii; arts and sciences iv
artstor
artstor digital library
artstore
asc; atlas; art source; cmmc; cinahl; historical abstracts; philosopher's index; socind ft; e-kirjoja (gobi; academic collection)
asce journals (selection)
asce selected journals
ase; ageline; arctic & antarctic region; art full text; bse; ebsco hospitality
ase; applied science & technology source; bse; cinahl; hospitality & tourism; iel; medic; smart
ase; bse; cinahl; cinahl ft; hospitality & tourism
ase; bse; cinahl; ebsco e-books
ase; bse; cinahl; hospitality & tourism; iel; medic; smart; wilson art ft
ase; bse; cinahl; iel; medic; wilson art ft
ase; bse; iel; medic; wilson art ft
asfa ja environmental science and pollution management
asia; mix (v. 2012 eteenpäin kaikki helecon-tietokannat); online-tietokanavat; scima
asia; mix; tenttu
asian studies
asm handbooks online
asm materials information
asm online journals package
asme journals (selection)
asme selected journals
astika
astika; kunnittainen toimipaikkatilasto
astika; suomen tilastollinen vuosikirja
atlas (=laajennettu atla); academic search premier; business source complete; cinahl; communication and mass media complete; frantext; grand robert; historical abstracts; iel: ieee/iee electronic library online; kargerin lehtipaketti: basics + paketti; mla (modern language association); philosopher's index; routledge encyclopedia of philosophy; socindex fulltext; wilson art full text
atlas (=laajennettu atla); academic search premier; business source complete; cinahl; communication and mass media complete; historical abstracts; iel: ieee/iee electronic library online; kargerin lehtipaketti: basics + paketti; mla (modern language association); philosopher's index; routledge encyclopedia of philosophy; socindex fulltext
atlas (=laajennettu atla); academic search premier; business source complete; cinahl; communication and mass media complete; historical abstracts; iel: ieee/iee electronic library online; mla (modern language association); philosopher's index; routledge encyclopedia of philosophy; socindex fulltext; wilson art full text
atlas (=laajennettu atla); academic search premier; business source complete; cinahl; grand robert; historical abstracts; iel: ieee/iee electronic library online; mla (modern language association); philosopher's index; routledge encyclopedia of philosophy; socindex fulltext; wilson art full text
atlas (=laajennettu atla); academic search premier; business source complete; cinahl; historical abstracts; iel: ieee/iee electronic library online; kargerin lehtipaketti: basics + paketti; mla (modern language association); philosopher's index; routledge encyclopedia of philosophy; socindex fulltext; wilson art full text
atlas (=laajennettu atla); academic search premier; cinahl; historical abstracts; iel: ieee/iee electronic library online; kargerin lehtipaketti: basics + paketti; mla (modern language association); philosopher's index; routledge encyclopedia of philosophy; socindex fulltext; wilson art full text
atlas; academic collection; academic search premier; business source elite; cinahl; dentistry & oral sciences source; socindex ft
atlas; academic search elite; business source premier; communication and mass media complete
atlas; academic search premier; art full text; business source complete; cinahl; communication and mass media complete; ebsco usage consolidation; education research complete; frantext; grand robert; historical abstracts; pda ebooks; philosophers index; rilm répertoire international de littérature musicale; socindex ft; teacher resources k-8 2016
atlas; academic search premier; business source elite; cinahl; dentistry & oral science; ebsco academic collection; mla international bibliography; socindex with fulltext
atlas; academic search premier; business source elite; cinahl; dentistry & oral science; mla international bibliography; socindex with fulltext
atlas; academic search premier; business source elite; cinahl; mla international bibliography; socindex with fulltext
atlas; academic search premier; business source premier; cinahl; communication and mass media complete; energy & power source; historical abstracts; mla international bibliography; philosopher's index; rilm répertoire international de littérature musicale; wilson art full text
atlas; academic search premier; business source premier; cinahl; communication and mass media complete; energy & power source; historical abstracts; philosopher's index; rilm répertoire international de littérature musicale; wilson art
atlas; academic search premier; business source premier; cinahl; communication and mass media complete; historical abstracts; mla international bibliography; philosopher's index; rilm répertoire international de littérature musicale; wilson art full text
atmosphere-ocean euroopan sisällä
atmospheric environment euroopan sisällä
australian journal of earth sciences
autocad
babelscores
bankscope; orbis; zephyr
bdsl online
beck online premium
bha (bibliography of the history of art)
bibliography and handbook of pragmatics; bibliography and handbook of translation studies
bibliography and handbook of translation studies; bibliography of pragmatics & handbook of pragmatics online
bibliography of asian studies
bibliothèque numérique dalloz
biological sciences
biological sciences; business collection
biomed central; lecture notes in computer science; springer link
bioone 1
bloomberg bna tax planning international european tax service
bmf (masson, bibliothèque médicale française)
bmj journals
bmj journals online collection; bmj learning; best practice
bmj journals online collection; bmj learning; best practices; british medical journal
bmj publishing group
bmj publishing group package
bonnier pro
bonnierpro
bonnierpro / kauppalehden johtamisen käsikirjat
book citation index; ciation connection; conference proceedings citation index; essential science indicators; journal and highly cited data; web of science
book citation index; citation connection; conference proceedings citation index; essential science indicators; incites; journal and highly cited data; web of science
book citation index; conference proceedings; essential science indicators; incites; micromedex; web of science; westlaw; zoological record plus
book citation index; conference proceedings; essential science indicators; incites; web of science
book history online; encyclopedia of ancient greek language and linguistics; enzyklopädie der neuzeit online; new pauly online encyclopaedia of the ancient world; the new pauly supplement online
book history online; enzyklopädie der neuzeit online; new pauly online encyclopaedia of the ancient world; the new pauly supplement online
books; mot ylläpitomaksu; proofing; sanastot; translator
books; mot ylläpitomaksu; proofing; translator
books@ovid (yksi kirja vuosimaksu); jbi complete; lww total access coll; psycarticles; psycinfo; visible body (human anatomy atlas & muscle premium sis. päivitykset ja mobiiliapp-lisenssi)
books24x7
books24x7 it pro
books24x7 itpro
booky e-kirjat
britannica
britannica imagequest; encyclopedia britannica
britannica online
britannica; imagequest; music online
british library newspapers; gale virtual reference library vuosimaksu; lrc - literature resource center; ylläpito
brockhaus wissensservice
brookings papers on economic activity
bsp
btl (bibliotheca teubneriana latina); tll (thesaurus linguae latinae)
business collection
business collection / bc
business collection i
business source complete; econlit
business source complete; econlit; lehtitilaukset
business source elite
business source elite / bse
business source elite / bse; econlit
business source premier
business source; business source elite
business suite
business suite (abi inform); csa natural sciences collection; early english books online; ebrary academic complete; periodicals index online (ent. periodicals contents index)
business suite (abi inform); csa natural sciences collection; ebrary academic complete; periodicals index online (ent. periodicals contents index)
business suite (abi inform); csa natural sciences collection; ebrary academic complete; refworks
business suite (abi inform); csa natural sciences collection; refworks
business suite (abi inform); csa technology collection; ebrary; refworks; ulrichsweb
business suite (abi inform); early english books online; ebrary academic complete; periodicals index online (ent. periodicals contents index)
business suite (abi inform); ebrary
business suite (abi inform); ebrary; iimp iipa; refworks
business suite (abi inform); ebrary; iimp iipa; refworks; safari
business suite / abi inform (2010-11); eebo; ebrary; refworks
business suite; csa cc; iipaft; refworks
business suite; csa cc; refworks; safari technical books online
business suite; csa technology collection / csa t; ebrary; refworks
business suite; csa technology collection / csa t; refworks
business suite; ebrary academic complete; entrepreneurship; periodicals index online; refworks; safari technical books online
business suite; ebrary academic complete; periodicals index online; refworks; safari technical books online
business suite; ebrary; iimp ja iipa
business suite; ebrary; mla international bibliography; refworks
business suite; ebrary; myilibrary; proquest technology collection; refworks; ulrichsweb
business suite; ebrary; pq arts & humanities collection; pq social sciences premium collection; refworks
business suite; ebrary; pq natural sciences collection; refworks
business suite; ebrary; refworks
business suite; ebrary; refworks; safari
business suite; ebrary; refworks; safari; urkund
business suite; ebrary; safari
business suite; refworks
business suite; refworks; safari
business suite; refworks; safari technical books online
business; ebrary; iimp+iipa; jbi
business; ebrary; iimp+iipa; safari
businessa suite (abi inform); ebrary academic complete
businesssuite (abi-inform); ebrary; refworks & refshare
businesssuite (abi-inform); pq science  journals; refworks & refshare
businesssuite (abi-inform); refworks & refshare
businesssuite; ebrary; iimp; iipa
businesssuite; ebrary; refworks
businesssuite; ebrary; refworks; vogue
businessuite; e-kirjoja valinnan mukaan; ebrary; entrepreneurship; refworks; safari
businessuite; ebrary
businessuite; ebrary; iimp iipa; refworks; safari
