Country	Year	Publisher	Totalcost
Finland	2016	Oxford University Press (OUP)	265494.777842843
Finland	2016	Oy Fg-Naxos Ab	902.371628298503
Finland	2016	Palgrave Macmillan	11021.9681220949
Finland	2016	Paperi ja Puu Oy	3158.30069904476
Finland	2016	PHOENIX BIOINFORMATICS CORPORATION	272.716758774659
Finland	2016	PLUTO PRESS	411.080408447096
Finland	2016	PressReader	49922.2063829009
Finland	2016	Prio Infocenter AB	6057.92153131062
Finland	2016	PrioInfo	5815.28382681258
Finland	2016	Project Muse	26014.3714087033
Finland	2016	ProQuest	1176644.47681441
Finland	2016	Prosessiteollisuuden standardoimiskeskus	404.061962449219
Finland	2016	Prowledge Oy	5013.17571276946
Finland	2016	PSK Standardisointiyhdistys	6015.81085532335
Finland	2016	Rakennustieto	91285.9191889617
Finland	2016	RedFox Languages	11404.9747465505
Finland	2016	Retriever	6815.91369908136
Finland	2016	Richard Boorberg Verlag/Delbanco	373.982908172602
Finland	2016	Riksarkivet	5595.70673059327
Finland	2016	Royal Economic Society	56.147567983018
Finland	2016	Royal Society of Chemistry (RSC)	114564.099293635
Finland	2016	Sage	932441.658858837
Finland	2016	Sähköinfo Oy	15650.1319401237
Finland	2016	Sanoma	878.30838487721
Finland	2016	Scandinavian university press	3185.37184789372
Finland	2016	SCIENCE AND MEDICINE INC.	194.511217655455
Finland	2016	SCOAP3	25871.9972184606
Finland	2016	Serials Solution	2516.61420781027
Finland	2016	SFS	7286.14958093914
Finland	2016	SkillSoft	6721.66599568129
Finland	2016	SNL Financial	5013.17571276946
Finland	2016	Social Science Electronic Publishing	1362.58115873074
Finland	2016	Society of American Foresters	1132.9777110859
Finland	2016	Society of Exploration Geophysicists (SEG)	2436.40339640596
Finland	2016	SPIE	24357.0155180617
Finland	2016	Springer	2211578.50785053
Finland	2016	Springshare	1772.65893203528
Finland	2016	ST-Akatemia Oy	11341.8087325696
Finland	2016	Statistikcentralen	1256.30183362003
Finland	2016	Stellatum Oy	426.119935585404
Finland	2016	Stiftelsen lovdata	670.762910368554
Finland	2016	Stratfor Global Intelligence	9224.24331149581
Finland	2016	Suomalaisen Kirjallisuuden Seura (SKS)	16678.835596384
Finland	2016	Suomen asiakastieto Oy	3208.43245617246
Finland	2016	Suomen Standardisoimisliitto SFS	313557.096036306
Finland	2016	Suomen Tilintarkastajat ry	338.890678183216
Finland	2016	TAK Oy	2406.32434212934
Finland	2016	Tapio	1493.9263624053
Finland	2016	Tax Analysts / LM Tietopalvelut Oy	2355.18994985909
Finland	2016	Taylor & Francis	1968375.31713209
Finland	2016	The Financial Times	31144.8554331516
Finland	2016	The Royal Pharmaceutical Society of Great Britain	12031.6217106467
Finland	2016	Thieme	27237.586282619
Finland	2016	Thompson Henry	2626.9040734912
Finland	2016	Thomson Reuters	1112101.84478278
Finland	2016	Tilastokeskus	14139.160780295
Finland	2016	UDC Consortium	300.790542766168
Finland	2016	United Nations Publications	4155.92266588588
Finland	2016	University of Chicago Press	2855.50488599349
Finland	2016	University of Helsinki	58517.7974600154
Finland	2016	University of Oxford Oriental Studies Faculty	817.147641181422
Finland	2016	University of Wisconsin Press	465.222706145006
Finland	2016	Veterinary Science Database	6446.94396662153
Finland	2016	Viite & Hakuteos & kokotekstietokannat:  tilattu useilta kotimaiselta ja kansainväliseltä kustantajalta tai välittäjältä	131456.496175383
Finland	2016	Vittorio Klostermann	798.097573472898
Finland	2016	W.S. Hein	1796.72217545658
Finland	2016	Walter de Gruyter GMBH	12847.7667166856
Finland	2016	Warc Ltd	4251.1730044285
Finland	2016	Wiley / Blackwell	3340948.73769352
Finland	2016	William S. Hein & Co. Inc.	12785.6033378472
Finland	2016	Wize Nordic	36175.0759433444
Finland	2016	Wolters Kluwer Health	49258.4619185302
Finland	2016	World Global Style Network (WGSN)	34214.9242396516
Finland	2016	World Scientific Publishing	1410.70764557333
Finland	2016	Zentralverband Gartenbau e.V.	50.1317571276946
France	2009	AIP/APS	23303.2459832376
France	2009	American Chemical Society (ACS)	48823.3182666618
France	2009	American Mathematical Society (AMS)	0
France	2009	American Medical Association (AMA)	5415.23240493357
France	2009	Brepolis Medieval bibliographies	1506.9606192585
France	2009	British Medical Journal	4966.05186106943
France	2009	Cairn	0
France	2009	CEDROM-SNI	0
France	2009	CNRS	8327.48643999561
France	2009	Cyberlibris	0
France	2009	Dalloz	4796.60652197782
France	2009	EBSCO/SAGE/WILSON	16021.1069428686
France	2009	Editions Francis Lefebvre	9781.70845075577
France	2009	EDP Sciences	0
France	2009	Elsevier	321702.503934414
France	2009	Emerald	0
France	2009	Encyclopaedia Universalis	11572.414815357
France	2009	ENI 	0
France	2009	Garnier	314.777303004794
France	2009	Immatériel	0
France	2009	Institute of Physics (IOP)	25065.8785638473
France	2009	John Libbey Eurotext	0
France	2009	JSTOR	14430.9276067782
France	2009	Klapp	0
France	2009	Kompass	7122.72005270285
France	2009	L'Harmattan	0
France	2009	Lextenso	3389.90941697471
France	2009	Maitron	0
France	2009	Mathematical Science Publisher	9853.89818101965
France	2009	New England Journal of Medicine	5072.33118618014
France	2009	Numérique Premium	0
France	2009	Numilog	1002.63514255389
France	2009	Open Edition Freemium	0
France	2009	Royal Society of Chemistry (RSC)	2672.02265490612
France	2009	Société Internationale de Bibliographie Classique	718.889397211141
France	2009	Sportdiscus	0
France	2009	Springer	57150.2031255719
France	2009	Techniques de l'ingénieur	31081.6894191707
France	2009	Thomson Reuters	8586.56736083153
France	2009	TOTAL	792426.2179208
France	2009	University of California	0
France	2009	Wiley / Blackwell	116913.273432639
France	2009	Wolters Kluwer	40802.2371262306
France	2010	AIP/APS	1871.72931047103
France	2010	American Chemical Society (ACS)	52914.2802016616
France	2010	American Mathematical Society (AMS)	0
France	2010	American Medical Association (AMA)	4162.60021593529
France	2010	Brepolis Medieval bibliographies	1507.56220034403
France	2010	British Medical Journal	460.65068989496
France	2010	Cairn	0
France	2010	CEDROM-SNI	0
France	2010	CNRS	7908.40500311093
France	2010	Cyberlibris	6595.3339677195
France	2010	Dalloz	5936.52246825019
France	2010	EBSCO/SAGE/WILSON	25291.8524722761
France	2010	Editions Francis Lefebvre	10811.8559016213
France	2010	EDP Sciences	0
France	2010	Elsevier	370806.870857885
France	2010	Emerald	0
France	2010	Encyclopaedia Universalis	16299.2379314131
France	2010	ENI 	0
France	2010	Garnier	314.777303004794
France	2010	Immatériel	0
France	2010	Institute of Physics (IOP)	24555.7478296673
France	2010	John Libbey Eurotext	0
France	2010	JSTOR	12331.2592229989
France	2010	Klapp	0
France	2010	Kompass	7250.07476851005
France	2010	L'Harmattan	0
France	2010	Lextenso	3537.41709914724
France	2010	Maitron	0
France	2010	Mathematical Science Publisher	4360.9414998353
France	2010	New England Journal of Medicine	5527.52754089961
France	2010	Numérique Premium	0
France	2010	Numilog	1085.33248911174
France	2010	Open Edition Freemium	0
France	2010	Royal Society of Chemistry (RSC)	0
France	2010	Société Internationale de Bibliographie Classique	743.474010906562
France	2010	Sportdiscus	0
France	2010	Springer	63166.0139808952
France	2010	Techniques de l'ingénieur	25199.2089851041
France	2010	Thomson Reuters	8755.44119789189
France	2010	TOTAL	821858.612635875
France	2010	University of California	0
France	2010	Wiley / Blackwell	118263.923233174
France	2010	Wolters Kluwer	42200.5722541449
France	2011	AIP/APS	1871.72931047103
France	2011	American Chemical Society (ACS)	54341.3809318157
France	2011	American Mathematical Society (AMS)	0
France	2011	American Medical Association (AMA)	9872.81790615965
France	2011	Brepolis Medieval bibliographies	1634.9068897998
France	2011	British Medical Journal	12462.5843739706
France	2011	Cairn	0
France	2011	CEDROM-SNI	0
France	2011	CNRS	7432.76491783479
France	2011	Cyberlibris	7554.65527211507
France	2011	Dalloz	5936.52246825019
France	2011	EBSCO/SAGE/WILSON	27252.4453354317
France	2011	Editions Francis Lefebvre	12531.1345386671
France	2011	EDP Sciences	0
France	2011	Elsevier	382990.231371006
France	2011	Emerald	0
France	2011	Encyclopaedia Universalis	11764.9207627274
France	2011	ENI 	0
France	2011	Garnier	314.777303004794
France	2011	Immatériel	0
France	2011	Institute of Physics (IOP)	26000.9060187388
France	2011	John Libbey Eurotext	0
France	2011	JSTOR	9873.00840683673
France	2011	Klapp	0
France	2011	Kompass	7250.07476851005
France	2011	L'Harmattan	0
France	2011	Lextenso	3231.30256377411
France	2011	Maitron	0
France	2011	Mathematical Science Publisher	7220.52711085898
France	2011	New England Journal of Medicine	5471.37997291659
France	2011	Numérique Premium	0
France	2011	Numilog	1456.96923105076
France	2011	Open Edition Freemium	3942.61203930754
France	2011	Royal Society of Chemistry (RSC)	0
France	2011	Société Internationale de Bibliographie Classique	765.060745525748
France	2011	Sportdiscus	0
France	2011	Springer	69654.1863045786
France	2011	Techniques de l'ingénieur	29076.4191340629
France	2011	Thomson Reuters	9633.02768546646
France	2011	TOTAL	890267.014749478
France	2011	University of California	0
France	2011	Wiley / Blackwell	120599.130664642
France	2011	Wolters Kluwer	60131.5387219559
France	2012	AIP/APS	4030.55316766095
France	2012	American Chemical Society (ACS)	58262.1355250156
France	2012	American Mathematical Society (AMS)	7728.231467994
France	2012	American Medical Association (AMA)	10844.0605424002
France	2012	Brepolis Medieval bibliographies	1600.20568751601
France	2012	British Medical Journal	12105.9871591699
France	2012	Cairn	0
France	2012	CEDROM-SNI	0
France	2012	CNRS	4460.97440800791
France	2012	Cyberlibris	5665.9914540863
France	2012	Dalloz	9462.02826190389
France	2012	EBSCO/SAGE/WILSON	30437.3860502141
France	2012	Editions Francis Lefebvre	12781.7532188998
France	2012	EDP Sciences	0
France	2012	Elsevier	408879.072859862
France	2012	Emerald	0
France	2012	Encyclopaedia Universalis	12102.1971983311
France	2012	ENI 	0
France	2012	Garnier	314.777303004794
France	2012	Immatériel	5632.30291329649
France	2012	Institute of Physics (IOP)	13805.082750796
France	2012	John Libbey Eurotext	0
France	2012	JSTOR	13402.274082275
France	2012	Klapp	0
France	2012	Kompass	9233.46755480731
France	2012	L'Harmattan	0
France	2012	Lextenso	2336.24014566482
France	2012	Maitron	0
France	2012	Mathematical Science Publisher	1209.04763935146
France	2012	New England Journal of Medicine	7211.10234051898
France	2012	Numérique Premium	0
France	2012	Numilog	1942.62564140102
France	2012	Open Edition Freemium	3942.61203930754
France	2012	Royal Society of Chemistry (RSC)	0
France	2012	Société Internationale de Bibliographie Classique	765.060745525748
France	2012	Sportdiscus	0
France	2012	Springer	59562.8340427479
France	2012	Techniques de l'ingénieur	26725.7410423453
France	2012	Thomson Reuters	9822.13469970355
France	2012	TOTAL	907560.285213922
France	2012	University of California	0
France	2012	Wiley / Blackwell	133233.586754749
France	2012	Wolters Kluwer	40060.8185173663
France	2013	AIP/APS	4201.38214324928
France	2013	American Chemical Society (ACS)	60570.4522819603
France	2013	American Mathematical Society (AMS)	7912.25512205834
France	2013	American Medical Association (AMA)	11078.115690078
France	2013	Brepolis Medieval bibliographies	580.726274567215
France	2013	British Medical Journal	9573.12023569886
France	2013	Cairn	0
France	2013	CEDROM-SNI	0
France	2013	CNRS	4690.88867254694
France	2013	Cyberlibris	7017.44336273469
France	2013	Dalloz	16816.717981188
France	2013	EBSCO/SAGE/WILSON	32296.4621051861
France	2013	Editions Francis Lefebvre	12911.2636002635
France	2013	EDP Sciences	4179.69514511584
France	2013	Elsevier	526230.217111957
France	2013	Emerald	0
France	2013	Encyclopaedia Universalis	12410.5776891264
France	2013	ENI 	6131.26429198843
France	2013	Garnier	314.777303004794
France	2013	Immatériel	0
France	2013	Institute of Physics (IOP)	14689.5874208542
France	2013	John Libbey Eurotext	2391.08428796252
France	2013	JSTOR	12947.1679647184
France	2013	Klapp	0
France	2013	Kompass	0
France	2013	L'Harmattan	5096.39442960144
France	2013	Lextenso	2336.24014566482
France	2013	Maitron	0
France	2013	Mathematical Science Publisher	992.057341799949
France	2013	New England Journal of Medicine	6781.82410423453
France	2013	Numérique Premium	626.556726933353
France	2013	Numilog	1079.23646744501
France	2013	Open Edition Freemium	3942.61203930754
France	2013	Royal Society of Chemistry (RSC)	0
France	2013	Société Internationale de Bibliographie Classique	445.691373568056
France	2013	Sportdiscus	5991.34655784504
France	2013	Springer	61377.4933609047
France	2013	Techniques de l'ingénieur	32780.153350657
France	2013	Thomson Reuters	9889.6421238517
France	2013	TOTAL	1035156.19493101
France	2013	University of California	1143.00406251144
France	2013	Wiley / Blackwell	111843.68946675
France	2013	Wolters Kluwer	43887.0546956776
France	2014	AIP/APS	5446.56475313838
France	2014	American Chemical Society (ACS)	58486.7859550562
France	2014	American Mathematical Society (AMS)	8337.1418164184
France	2014	American Medical Association (AMA)	11373.53210848
France	2014	Brepolis Medieval bibliographies	1217.60011711745
France	2014	British Medical Journal	9668.85183910991
France	2014	Cairn	27240.9751894009
France	2014	CEDROM-SNI	28918.0128078908
France	2014	CNRS	4822.50458770999
France	2014	Cyberlibris	29690.2423946858
France	2014	Dalloz	25942.3521264136
France	2014	EBSCO/SAGE/WILSON	26984.6715679098
France	2014	Editions Francis Lefebvre	15281.9843684808
France	2014	EDP Sciences	5486.52978992058
France	2014	Elsevier	524153.378730374
France	2014	Emerald	8580.55154997621
France	2014	Encyclopaedia Universalis	0
France	2014	ENI 	0
France	2014	Garnier	315.830069904476
France	2014	Immatériel	0
France	2014	Institute of Physics (IOP)	13064.1353804487
France	2014	John Libbey Eurotext	2474.90458588003
France	2014	JSTOR	12253.4447095853
France	2014	Klapp	918.413790579365
France	2014	Kompass	0
France	2014	L'Harmattan	0
France	2014	Lextenso	2555.71697836987
France	2014	Maitron	601.581085532335
France	2014	Mathematical Science Publisher	1022.93850419061
France	2014	New England Journal of Medicine	6738.36989715624
France	2014	Numérique Premium	628.652234381291
France	2014	Numilog	0
France	2014	Open Edition Freemium	4421.62097866267
France	2014	Royal Society of Chemistry (RSC)	0
France	2014	Société Internationale de Bibliographie Classique	813.337627639718
France	2014	Sportdiscus	6036.94640412839
France	2014	Springer	63309.7517549317
France	2014	Techniques de l'ingénieur	33596.2983566958
France	2014	Thomson Reuters	10910.1041192402
France	2014	TOTAL	1130466.69158218
France	2014	University of California	1158.04358964975
France	2014	Wiley / Blackwell	128720.485345679
France	2014	Wolters Kluwer	49294.436467445
France	2015	AIP/APS	6293.50068440508
France	2015	American Chemical Society (ACS)	66158.7094334444
France	2015	American Mathematical Society (AMS)	10543.2399205797
France	2015	American Medical Association (AMA)	14733.8938678037
France	2015	Brepolis Medieval bibliographies	1345.71683563298
France	2015	British Medical Journal	12072.7297514914
France	2015	Cairn	31968.2895966768
France	2015	CEDROM-SNI	29482.5264722029
France	2015	CNRS	421.427603118252
France	2015	Cyberlibris	30471.5759085752
France	2015	Dalloz	24819.5912674304
France	2015	EBSCO/SAGE/WILSON	27963.9854170479
France	2015	Editions Francis Lefebvre	14659.989631446
France	2015	EDP Sciences	5163.55093144969
France	2015	Elsevier	548829.773646745
France	2015	Emerald	8285.03486805988
France	2015	Encyclopaedia Universalis	0
France	2015	ENI 	5179.61314643341
France	2015	Garnier	250.578574827069
France	2015	Immatériel	0
France	2015	Institute of Physics (IOP)	15840.5524063975
France	2015	John Libbey Eurotext	1735.53135270651
France	2015	JSTOR	12164.9721846064
France	2015	Klapp	902.582181678439
France	2015	Kompass	0
France	2015	L'Harmattan	4812.64868425868
France	2015	Lextenso	2634.35365260037
France	2015	Maitron	2277.98704388244
France	2015	Mathematical Science Publisher	1338.0667294953
France	2015	New England Journal of Medicine	8729.25236796838
France	2015	Numérique Premium	552.692595981408
France	2015	Numilog	0
France	2015	Open Edition Freemium	4185.80119313399
France	2015	Royal Society of Chemistry (RSC)	0
France	2015	Société Internationale de Bibliographie Classique	696.831424074955
France	2015	Sportdiscus	7255.83992057973
France	2015	Springer	72067.0277751345
France	2015	Techniques de l'ingénieur	34431.1024027376
France	2015	Thomson Reuters	10429.5812008198
France	2015	University of California	1516.98697068404
France	2015	Wiley / Blackwell	129532.248836145
France	2015	Wolters Kluwer	50606.6352102624
Netherlands	2011	American Chemical Society (ACS)	745460.810204975
Netherlands	2011	Cambridge University Press	21214.8589152783
Netherlands	2011	Elsevier	13496218.1265509
Netherlands	2011	John Hopkins University Press	16735.8732406114
Netherlands	2011	JSTOR	71534.3276059804
Netherlands	2011	Miscellaneous incl print	15809083.8874617
Netherlands	2011	Oxford University Press (OUP)	676515.346372792
Netherlands	2011	Project Muse	43284.2942219071
Netherlands	2011	Sage	1090125.29286653
Netherlands	2011	Springer	3361649.66411577
Netherlands	2011	Taylor & Francis	2477888.23227058
Netherlands	2011	Wiley / Blackwell	4384189.27499635
Netherlands	2011	Wolters Kluwer	1775259.29349209
Netherlands	2011	Wolters Kluwer Health	991958.343370102
Netherlands	2011	NA	0
Netherlands	2012	American Chemical Society (ACS)	791615.475717831
Netherlands	2012	Cambridge University Press	23025.8068269491
Netherlands	2012	Elsevier	14698218.7796151
Netherlands	2012	John Hopkins University Press	16859.0327793649
Netherlands	2012	JSTOR	66787.6584440228
Netherlands	2012	Miscellaneous incl print	16778422.3477907
Netherlands	2012	Oxford University Press (OUP)	1185977.34572638
Netherlands	2012	Project Muse	45002.2441145193
Netherlands	2012	Sage	1228423.40104677
Netherlands	2012	Springer	3460206.19990825
Netherlands	2012	Taylor & Francis	2596277.22399233
Netherlands	2012	Wiley / Blackwell	4840426.24592865
Netherlands	2012	Wolters Kluwer	1275323.30744208
Netherlands	2012	Wolters Kluwer Health	1028636.00804888
Netherlands	2012	NA	0
Netherlands	2013	American Chemical Society (ACS)	909332.116896386
Netherlands	2013	Cambridge University Press	26412.6941426695
Netherlands	2013	Elsevier	15658293.8832079
Netherlands	2013	John Hopkins University Press	19083.4448568509
Netherlands	2013	JSTOR	69350.1308880872
Netherlands	2013	Miscellaneous incl print	17502303.8473841
Netherlands	2013	Oxford University Press (OUP)	751582.341973018
Netherlands	2013	Project Muse	47986.9778343099
Netherlands	2013	Sage	1311502.05031591
Netherlands	2013	Springer	3592639.14923786
Netherlands	2013	Taylor & Francis	2749904.92455742
Netherlands	2013	Wiley / Blackwell	5055025.45855662
Netherlands	2013	Wolters Kluwer	1257945.24517797
Netherlands	2013	Wolters Kluwer Health	1080350.44702546
Netherlands	2013	NA	0
Netherlands	2014	American Chemical Society (ACS)	929947.515607732
Netherlands	2014	Cambridge University Press	26779.6592989553
Netherlands	2014	Elsevier	16129532.4399983
Netherlands	2014	John Hopkins University Press	19145.0246262277
Netherlands	2014	JSTOR	70917.2731822257
Netherlands	2014	Miscellaneous incl print	18042050.5259712
Netherlands	2014	Oxford University Press (OUP)	726907.705402757
Netherlands	2014	Project Muse	50011.5698438184
Netherlands	2014	Sage	1291175.69950164
Netherlands	2014	Springer	3694696.9347749
Netherlands	2014	Taylor & Francis	2726803.71393123
Netherlands	2014	Wiley / Blackwell	5177198.46427008
Netherlands	2014	Wolters Kluwer	1303399.91208791
Netherlands	2014	Wolters Kluwer Health	1079832.6742707
Netherlands	2014	NA	0
Netherlands	2015	American Chemical Society (ACS)	1022001.73044602
Netherlands	2015	Cambridge University Press	29250.3904539483
Netherlands	2015	Elsevier	15675458.3013741
Netherlands	2015	John Hopkins University Press	22746.8127697729
Netherlands	2015	JSTOR	58372.5944491941
Netherlands	2015	Miscellaneous incl print	20160934.9864253
Netherlands	2015	Oxford University Press (OUP)	614489.437850574
Netherlands	2015	Project Muse	44416.6079404467
Netherlands	2015	Sage	1602560.71537002
Netherlands	2015	Springer	3864357.99651771
Netherlands	2015	Taylor & Francis	2886286.51950706
Netherlands	2015	Wiley / Blackwell	4736176.72329379
Netherlands	2015	Wolters Kluwer	1329433.07377442
Netherlands	2015	Wolters Kluwer Health	1079832.6742707
Netherlands	2015	NA	0
UK	2010	Cambridge University Press	1767436.02930253
UK	2010	Elsevier	41717260.9314761
UK	2010	Institute of Physics (IOP)	1332330.90986236
UK	2010	Nature Publishing Group	3659477.00402628
UK	2010	Oxford University Press (OUP)	2436562.91127541
UK	2010	Royal Society of Chemistry (RSC)	983979.712671846
UK	2010	Sage	5487083.56565996
UK	2010	Springer	8924031.92611958
UK	2010	Taylor & Francis	10154480.1443259
UK	2010	Wiley / Blackwell	16429863.3615934
UK	2011	Cambridge University Press	1784812.3076874
UK	2011	Elsevier	44896749.5998773
UK	2011	Institute of Physics (IOP)	1365962.73928823
UK	2011	Nature Publishing Group	4386074.90039615
UK	2011	Oxford University Press (OUP)	2640503.40518333
UK	2011	Royal Society of Chemistry (RSC)	1059197.86738288
UK	2011	Sage	6207108.24773026
UK	2011	Springer	8921649.6969649
UK	2011	Taylor & Francis	11157194.2861338
UK	2011	Wiley / Blackwell	17897082.2588852
UK	2012	Cambridge University Press	2062948.42809424
UK	2012	Elsevier	47701136.4313866
UK	2012	Institute of Physics (IOP)	1462255.25769813
UK	2012	Nature Publishing Group	4964227.93399979
UK	2012	Oxford University Press (OUP)	2923558.66126407
UK	2012	Royal Society of Chemistry (RSC)	1296590.68587744
UK	2012	Sage	6845616.18879062
UK	2012	Springer	9650463.08536828
UK	2012	Taylor & Francis	11852894.8540712
UK	2012	Wiley / Blackwell	19061630.4373826
UK	2013	Cambridge University Press	2236397.98783853
UK	2013	Elsevier	48186311.8904963
UK	2013	Institute of Physics (IOP)	1562020.44894644
UK	2013	Nature Publishing Group	5216726.03711145
UK	2013	Oxford University Press (OUP)	3258767.77527382
UK	2013	Royal Society of Chemistry (RSC)	1297458.92732443
UK	2013	Sage	7164802.30488035
UK	2013	Springer	9691889.87520881
UK	2013	Taylor & Francis	12309191.2362886
UK	2013	Wiley / Blackwell	19981500.0199145
UK	2014	Cambridge University Press	2301467.10054987
UK	2014	Elsevier	48595625.5969311
UK	2014	Institute of Physics (IOP)	1676566.16581874
UK	2014	Nature Publishing Group	5408459.07897828
UK	2014	Oxford University Press (OUP)	3571064.19389577
UK	2014	Royal Society of Chemistry (RSC)	1344955.86384287
UK	2014	Sage	7312531.06466797
UK	2014	Springer	10427779.679802
UK	2014	Taylor & Francis	13217315.079689
UK	2014	Wiley / Blackwell	20598247.7657513
UK	2015	De Gruyter	422001.17340885
UK	2015	Elsevier	48669986.7667817
UK	2015	Institute of Physics (IOP)	1883702.92245461
UK	2015	Royal Society of Chemistry (RSC)	1580581.50077143
UK	2015	Sage	9841074.35015534
UK	2015	Springer	10725341.2521798
UK	2015	Taylor & Francis	17353459.4333397
UK	2015	Wiley / Blackwell	23292560.6088558
UK	2016	De Gruyter	459007.752402199
UK	2016	Elsevier	51496416.597249
UK	2016	Institute of Physics (IOP)	1989708.12229725
UK	2016	Royal Society of Chemistry (RSC)	1644033.84930654
UK	2016	Sage	11004903.3252914
UK	2016	Springer	12307165.4437388
UK	2016	Taylor & Francis	20093686.5774095
UK	2016	Wiley / Blackwell	24159974.7907177
