Country	Year	Publisher	Totalcost
Finland	2013	World Scientific Publishing	1203.16217106467
Finland	2013	WSOY	3204.42191560224
Finland	2013	Zentralverband Gartenbau e.V.	50.1317571276946
Finland	2014	Aalto-yliopisto	58233.0490795301
Finland	2014	Adato Energia Oy	1604.21622808623
Finland	2014	AIP/APS	57404.8724517806
Finland	2014	Alexander Street Press	11229.5135966036
Finland	2014	American Association for Cancer Research (AACR) /Ebsco	5723.04139369762
Finland	2014	American Association for the Advancement of Science (AAAS)	91381.1695275043
Finland	2014	American Chemical Society (ACS)	630846.000073198
Finland	2014	American Council of Learned Societies (ACLS)	3005.90015737657
Finland	2014	American Dietetic Association (ADA)	1054.77216996669
Finland	2014	American Mathematical Society (AMS)	51930.4845734363
Finland	2014	American Medical Association (AMA)	13467.3952347839
Finland	2014	American Society Microbiology (ASM)	3395.92522783003
Finland	2014	American Society of Civil Engineers (ASCE)	15626.0686967024
Finland	2014	American Society Of Mechanical Engineers (ASME)	5388.16125608462
Finland	2014	Annual Reviews	25636.3779599605
Finland	2014	Artstor	10361.2315631519
Finland	2014	ASM International	1339.520550452
Finland	2014	Association for Computer Machinery (ACM)	74806.6079859459
Finland	2014	Association for the Advancement of Computing in Education (AACE)	1443.7946052776
Finland	2014	Backpages LTD	1147.01460308165
Finland	2014	Beck	5915.54734106797
Finland	2014	Benjamins	1774.66420232039
Finland	2014	Biering & Brinkmann Verlag	224.590271932072
Finland	2014	BioOne	4263.20462613915
Finland	2014	Bloomsbury Publishing	4482.78172235845
Finland	2014	BMJ Group	26171.7851260843
Finland	2014	Bonnier	35308.7991801779
Finland	2014	Brepols	7584.9348534202
Finland	2014	Brill	2536.66691066135
Finland	2014	Britannica	1342.52845587966
Finland	2014	BTJ Kirjastopalvelu	77814.5134136076
Finland	2014	Bureau van Dijk	66875.7640083446
Finland	2014	Burgundy	7946.88613988215
Finland	2014	Cambridge University Press	2192.76305676536
Finland	2014	Cengage Learning	15776.4639680855
Finland	2014	Centre for Agriculture and Biosciences International (CABI)	2268.96332759946
Finland	2014	Centre for Economic Policy Research (CEPR)	2896.6129268382
Finland	2014	Chemical Abstracts Service (CAS)	143699.673901109
Finland	2014	Communication Institute for Online Scholarship (CIOS)	631.660139808952
Finland	2014	CSC - Tieteen tietotekniikan keskus	10764.2908904586
Finland	2014	Datamonitor	14308.6061193866
Finland	2014	Delbanco	198.521758225671
Finland	2014	Duodecim	461282.350034769
Finland	2014	East View	1182.10683307104
Finland	2014	EBSCO/SAGE/WILSON	2007523.2062731
Finland	2014	Ecopoint Inc.	285.751015627859
Finland	2014	Edita	156883.32339055
Finland	2014	Elib	7895.7517476119
Finland	2014	Ellibs	10329.1472385902
Finland	2014	Elsevier	8120590.67305933
Finland	2014	Emerald	210927.36284449
Finland	2014	eMusicQuest	185.48750137247
Finland	2014	Encyclopedia Britannica	22741.7703034074
Finland	2014	Esmerk/M-brain	6364.72788493211
Finland	2014	ETLA	1978.19913625883
Finland	2014	Euromonitor International	33538.1455184277
Finland	2014	European Directorate for the Quality of Medicines (EDQM)	406.067232734326
Finland	2014	FAR Akademi	6333.64619551294
Finland	2014	Financial Times Limited	4351.43651868389
Finland	2014	FinELib	38209.4226475863
Finland	2014	FinPro	3191.38765874904
Finland	2014	FIZ Karlsruhe	471.238517000329
Finland	2014	Gale	6834.96376678988
Finland	2014	Gale Cengage Learning	3699.72367602386
Finland	2014	Grove	1148.01723822421
Finland	2014	Helsingin Sanomat	31614.0886798668
Finland	2014	Helsingin seudun kauppakamari	5717.0255828423
Finland	2014	HighWire	20999.1904256487
Finland	2014	IEEE	395785.209347436
Finland	2014	IFSR	7115.70160670497
Finland	2014	IMF	1368.59696958606
Finland	2014	Informa	42601.9672071149
Finland	2014	Ingram	501.317571276946
Finland	2014	Innventia	3308.69597042784
Finland	2014	Institute of Physics (IOP)	16302.8474179263
Finland	2014	Integrum	43643.7051202284
Finland	2014	Intelex corporation	180.474325659701
Finland	2014	International Bureau of Fiscal Documentation (IBFD)	556.46250411741
Finland	2014	IPA Source	509.338652417377
Finland	2014	John Benjamins	842.21351974527
Finland	2014	John Hopkins University Press	80212.8166745965
Finland	2014	JSTOR	95088.9142846686
Finland	2014	Kansalliskirjasto	62569.4460710757
Finland	2014	Kauppalehti	70174.4336273469
Finland	2014	Kielikone	189255.404238188
Finland	2014	Kirjavälitys	618.625882955752
Finland	2014	Knovel	24958.596603594
Finland	2014	Know China Technology	2601.83819492735
Finland	2014	Kompass	1604.21622808623
Finland	2014	LexisNexis	15321.267613366
Finland	2014	Liber	827.173992606961
Finland	2014	Lippincott Williams & Wilkins (LWW)	109565.963108004
Finland	2014	LM Tietopalvelut	285100.305420342
Finland	2014	Lovdata	604.588990959997
Finland	2014	MacLaser	1127.96453537313
Finland	2014	Maney Publishing	1183.10946821359
Finland	2014	Marilyn Conibear	260.685137064012
Finland	2014	Marketing Science Institute	264.695677634228
Finland	2014	Mary Ann Liebert Inc	10786.3488635948
Finland	2014	Masterworkshop Ltd	29918.6326538081
Finland	2014	Material ConneXion	3036.98184679574
Finland	2014	Materials Research Society (MRS)	1363.58379387329
Finland	2014	McGraw-Hill	18195.822567068
Finland	2014	Metsäntutkimuslaitos (Metla)	595.565274677012
Finland	2014	Metsätalouden kehittämiskeskus Tapio	2987.8527248106
Finland	2014	Mid Sweden University	812.134465468653
Finland	2014	MIPP International	1778.67474289061
Finland	2014	National Bureau of Economic Research (NBER)	2817.40475057644
Finland	2014	Nationalencyklopedin	20786.6317754273
Finland	2014	Nature Publishing Group	670375.893203528
Finland	2014	Naxos Digital Services	4850.74881967573
Finland	2014	NewspaperDirect 	1581.15561980749
Finland	2014	Niedersächsische Staats- und Universitätsbibliothek Göttingen	651.71284266003
Finland	2014	OECD	82001.5177689126
Finland	2014	Online Computer Library Center (OCLC)	2306.06082787395
Finland	2014	Optics Infobase Package - Optical Society of America	13911.5626029353
Finland	2014	OTDBASE	231.608717929949
Finland	2014	Ovid	168501.859422465
Finland	2014	Oxford University Press (OUP)	107961.746879918
Finland	2014	Palgrave Macmillan	4575.02415547341
Finland	2014	Paperi ja Puu Oy	3158.30069904476
Finland	2014	Pharmaceutical Press	2732.18076345936
Finland	2014	PhilPapers Foundation	1060.78798082202
Finland	2014	PressReader	17359.6248581781
Finland	2014	Progressive Digital Media Ltd.	7113.69633641987
Finland	2014	Project Muse	19427.0585221242
Finland	2014	ProQuest	1011613.74025546
Finland	2014	ProQuest /LM Tietopalvelut	5514.49328404641
Finland	2014	PSK Standardisointiyhdistys	4967.05449621198
Finland	2014	Rakennustieto	49054.9269845917
Finland	2014	Retriever	3208.43245617246
Finland	2014	Richard Boorberg Verlag GmbH & Co KG	255.671961351243
Finland	2014	Riksarkivet	5657.87010943161
Finland	2014	RIPM Publications	6740.71606338982
Finland	2014	Royal Society of Chemistry (RSC)	50363.3658456246
Finland	2014	Sage	710391.061742854
Finland	2014	Sähköinfo Oy	5309.95571496541
Finland	2014	Sanoma	114666.368078176
Finland	2014	Sanoma Pro Oy	13136.5256377411
Finland	2014	Savon Media	1464.84994327124
Finland	2014	SCOAP3	18475.5577718406
Finland	2014	SPARC Europe	601.581085532335
Finland	2014	SPIE	20809.692383706
Finland	2014	SportBusiness Groups	2393.29008527614
Finland	2014	Springer	1481354.32035282
Finland	2014	SSRN	1011.65885883688
Finland	2014	Statistikcentralen	1256.30183362003
Finland	2014	Suomalaisen Kirjallisuuden Seura (SKS)	10029.3593309666
Finland	2014	Suomen asiakastieto Oy	1604.21622808623
Finland	2014	Suomen Eura-ryhmä / Mikko Syvänne tmi	1503.95271383084
Finland	2014	Suomen Standardisoimisliitto SFS	232927.183142408
Finland	2014	Swets	2155.66555649087
Finland	2014	Talentum	247465.392709439
Finland	2014	Taylor & Francis	1137580.80902536
Finland	2014	The Financial Times	9417.75189400871
Finland	2014	The National Bureau of Economic Research	711.870951213264
Finland	2014	The Optical Society (OSA)	13187.6600300113
Finland	2014	Thieme	34156.7714013834
Finland	2014	Thomson Reuters	776102.766350694
Finland	2014	Tilastokeskus	20077.7687296417
Finland	2014	Tutkimus- ja Analysointikeskus TAK	6304.56977637888
Finland	2014	UN Publ.	3432.02009296197
Finland	2014	University of Chicago Press	906.382168868719
Finland	2014	University of Helsinki	49200.3090802621
Finland	2014	University of Oxford Oriental Studies Faculty	772.029059766497
Finland	2014	Verlag fur chemische industrie	751.976356915419
Finland	2014	Viite & Hakuteos & kokotekstietokannat:  tilattu useilta kotimaiselta ja kansainväliseltä kustantajalta tai välittäjältä	88234.9004501702
Finland	2014	Vittorio Klostermann	506.330746989716
Finland	2014	VTT	3308.69597042784
Finland	2014	Walter de Gruyter GMBH	1204.16480620722
Finland	2014	Warc Ltd	3982.46678622406
Finland	2014	Wiley / Blackwell	2580773.83321744
Finland	2014	William S. Hein & Co. Inc.	4647.21388573729
Finland	2014	Wize Nordic	39365.4609669509
Finland	2014	Wolters Kluwer	12180.0117117447
Finland	2014	Wolters Kluwer Health	237763.895070087
Finland	2014	World Global Style Network (WGSN)	20727.4763020166
Finland	2014	World Scientific Publishing	1240.25967133916
Finland	2014	WSOY	3364.84353841086
Finland	2014	Zentralverband Gartenbau e.V.	50.1317571276946
Finland	2015	Aalto-yliopisto	58489.7236760239
Finland	2015	Adato Energia Oy	1604.21622808623
Finland	2015	AIP/APS	68117.0263148263
Finland	2015	Alexander Street Press	13150.5625297369
Finland	2015	Alma Media	707.860410643048
Finland	2015	American Association for Cancer Research (AACR) /Ebsco	6450.95450719174
Finland	2015	American Association for the Advancement of Science (AAAS)	83963.6747428906
Finland	2015	American Chemical Society (ACS)	782563.747209311
Finland	2015	American Council of Learned Societies (ACLS)	3821.04252827288
Finland	2015	American Dietetic Association (ADA)	1096.88284595396
Finland	2015	American Geosciences Institute (AGI)	103.271419683051
Finland	2015	American Mathematical Society (AMS)	63493.8756725103
Finland	2015	American Medical Association (AMA)	15993.0331588771
Finland	2015	American Society Microbiology (ASM)	3890.2243531091
Finland	2015	American Society of Civil Engineers (ASCE)	12637.2133367493
Finland	2015	American Society Of Mechanical Engineers (ASME)	5448.31936463785
Finland	2015	Annual Reviews	31393.5089485049
Finland	2015	Artstor	13202.6995571497
Finland	2015	ASM International	1460.83940270102
Finland	2015	Association for Computer Machinery (ACM)	82971.0659517623
Finland	2015	Association for the Advancement of Computing in Education (AACE)	1596.1951469458
Finland	2015	Association of Asian Studies (AAS)	1343.53109102222
Finland	2015	BabelScores	1102.89865680928
Finland	2015	Backpages LTD	1303.42568532006
Finland	2015	Beck	5915.54734106797
Finland	2015	Benjamins	1774.66420232039
Finland	2015	Biering & Brinkmann Verlag	247.650880210811
Finland	2015	BioOne	2545.69062694433
Finland	2015	Bloomsbury Publishing	7330.26552721151
Finland	2015	BMJ Group	29762.2215715697
Finland	2015	Bonnier	45243.9108077444
Finland	2015	Brepols	7424.51323061157
Finland	2015	Brill	3340.78029498957
Finland	2015	Britannica	598.573180104674
Finland	2015	BTJ Kirjastopalvelu	81855.1330380998
Finland	2015	Bureau van Dijk	58654.1558394027
Finland	2015	Burgundy	11210.4635288951
Finland	2015	Cambridge University Press	5082.35753760568
Finland	2015	Canadian Science Publishing	1178.09629250082
Finland	2015	Cengage Learning	16532.4508655711
Finland	2015	Centre for Agriculture and Biosciences International (CABI)	2703.10434432529
Finland	2015	Centre for Economic Policy Research (CEPR)	2922.6814405446
Finland	2015	Chemical Abstracts Service (CAS)	176260.250155547
Finland	2015	Communication Institute for Online Scholarship (CIOS)	787.068586904805
Finland	2015	Consortium Erudit	225.592907074626
Finland	2015	Crnet	1970.1780551184
Finland	2015	CSC - Tieteen tietotekniikan keskus	9508.99169198112
Finland	2015	CSH Press	3335.7671192768
Finland	2015	CSIRO Publishing	470.235881857775
Finland	2015	Datamonitor	15740.3691029536
Finland	2015	Dawsonera	10487.5635911137
Finland	2015	Delbanco	373.982908172602
Finland	2015	Duodecim	516330.027266406
Finland	2015	East View	1522.00014639681
Finland	2015	EBSCO/SAGE/WILSON	1706005.75302858
Finland	2015	Ecopoint Inc.	350.922299893862
Finland	2015	Edita	153046.238699996
Finland	2015	Elib	8151.42370896315
Finland	2015	Ellibs	16292.8210665008
Finland	2015	Elsevier	8601470.52959046
Finland	2015	Emerald	226938.443435933
Finland	2015	eMusicQuest	185.48750137247
Finland	2015	Encyclopedia Britannica	26880.6481718699
Finland	2015	Esmerk/M-brain	6390.79639863851
Finland	2015	ETLA	1978.19913625883
Finland	2015	Euromonitor International	33899.0941697471
Finland	2015	European Directorate for the Quality of Medicines (EDQM)	451.185814149252
Finland	2015	FAR Akademi	6011.80031475314
Finland	2015	Financial Times Limited	5464.36152691871
Finland	2015	FinELib	57864.0793470702
Finland	2015	FinPro	3188.37975332138
Finland	2015	FIZ Karlsruhe	481.264868425868
Finland	2015	Gale	7995.01262672474
Finland	2015	Gale Cengage Learning	2669.01474947846
Finland	2015	Geological Society of America (GSA) /Ebsco	1848.85920286938
Finland	2015	Geological Society of London /Ebsco	5987.73707133185
Finland	2015	Grove	1290.39142846686
Finland	2015	Harvard University Press	320.843245617246
Finland	2015	Helsingin Sanomat	31998.0979394649
Finland	2015	Helsingin seudun kauppakamari	14753.7761226805
Finland	2015	Henry Stuarts Talks	3559.35475606632
Finland	2015	HighWire	25490.9958642902
Finland	2015	IEEE	526111.735717161
Finland	2015	IFSR	10904.6598104161
Finland	2015	Informa	49620.4132049921
Finland	2015	Ingram	501.317571276946
Finland	2015	Innventia	3509.22299893862
Finland	2015	Institute of Physics (IOP)	16482.3191084434
Finland	2015	Integrum	46968.4432529371
Finland	2015	Intelex corporation	180.474325659701
Finland	2015	International Bureau of Fiscal Documentation (IBFD)	586.541558394027
Finland	2015	IPA Source	555.459868974856
Finland	2015	John Benjamins	1012.66149397943
Finland	2015	John Hopkins University Press	83773.1740658054
Finland	2015	JSTOR	131577.815027632
Finland	2015	Kansalliskirjasto	62225.5422171797
Finland	2015	Kauppalehti	71418.7038392563
Finland	2015	Kielikone	174031.392233649
Finland	2015	Kirjavälitys	618.625882955752
Finland	2015	Knovel	30781.9015115471
Finland	2015	Know China Technology	2732.18076345936
Finland	2015	Kompass	1604.21622808623
Finland	2015	LexisNexis	23374.4330783589
Finland	2015	Liber	818.150276323976
Finland	2015	Lippincott Williams & Wilkins (LWW)	119202.28946309
Finland	2015	Literary Dictionary Company Limited 	924.429601434689
Finland	2015	LM Tietopalvelut	1229309.89294733
Finland	2015	Lovdata	607.596896387659
Finland	2015	MacLaser	1127.96453537313
Finland	2015	Maney Publishing	1373.61014529883
Finland	2015	Marilyn Conibear	299.787907623614
Finland	2015	Mary Ann Liebert Inc	13425.2845587966
Finland	2015	Masterworkshop Ltd	31475.7250301943
Finland	2015	Material ConneXion	3760.88441971965
Finland	2015	Materials Research Society (MRS)	1489.91582183508
Finland	2015	McGraw-Hill	13302.963071405
Finland	2015	Metsäntutkimuslaitos (Metla)	595.565274677012
Finland	2015	Metsätalouden kehittämiskeskus Tapio	2997.87907623614
Finland	2015	Mid Sweden University	812.134465468653
Finland	2015	Mineralogical Society	660.736558943015
Finland	2015	MIPP International	1379.62595615416
Finland	2015	MUSEEC	2506.58785638473
Finland	2015	National Bureau of Economic Research (NBER)	3106.16367163196
Finland	2015	Nationalencyklopedin	18665.0558137833
Finland	2015	Nature Publishing Group	619873.161073089
Finland	2015	Naxos Digital Services	4775.55118398419
Finland	2015	NewspaperDirect 	1644.32163378838
Finland	2015	Niedersächsische Staats- und Universitätsbibliothek Göttingen	651.71284266003
Finland	2015	OECD	73152.260000732
Finland	2015	Optics Infobase Package - Optical Society of America	15776.4639680855
Finland	2015	Oriprobe	2172.71035391428
Finland	2015	Ornanet	1265.32554990301
Finland	2015	OTDBASE	285.751015627859
Finland	2015	Ovid	176923.994619917
Finland	2015	Oxford University Press (OUP)	120536.796837829
Finland	2015	Palgrave Macmillan	5659.87537971672
Finland	2015	Paperi ja Puu Oy	3158.30069904476
Finland	2015	Pedanet	401.054057021557
Finland	2015	Pharmaceutical Press	5810.27065109981
Finland	2015	PhilPapers Foundation	1060.78798082202
Finland	2015	PressReader	18053.4483768254
Finland	2015	Progressive Digital Media Ltd.	9706.51081506423
Finland	2015	Project Muse	23306.2538886652
Finland	2015	ProQuest	1247406.45463529
Finland	2015	ProQuest /LM Tietopalvelut	5514.49328404641
Finland	2015	PSK Standardisointiyhdistys	4967.05449621198
Finland	2015	Rakennustieto	56647.8829191524
Finland	2015	RedFox Languages	2276.98440873989
Finland	2015	Retriever	4543.94246605424
Finland	2015	Richard Boorberg Verlag GmbH & Co KG	373.982908172602
Finland	2015	Riksarkivet	5566.63031145921
Finland	2015	Royal Society of Chemistry (RSC)	66237.0854225378
Finland	2015	Sage	860479.526772316
Finland	2015	Sähköinfo Oy	8562.50411741024
Finland	2015	Sanoma	3408.95948468323
Finland	2015	Sanoma Pro Oy	14072.9868608864
Finland	2015	Savon Media	1533.0291329649
Finland	2015	SCOAP3	18475.5577718406
Finland	2015	SEPM Society for Sedimentary Geology	597.57054496212
Finland	2015	SkillSoft	4952.01496907367
Finland	2015	Society of Exploration Geophysicists (SEG)	1379.62595615416
Finland	2015	SPARC Europe	601.581085532335
Finland	2015	SPIE	19153.339128207
Finland	2015	SPR Veripalvelu	565.486220400395
Finland	2015	Springer	1507565.20824946
Finland	2015	SSRN	1046.75108882626
Finland	2015	Statistikcentralen	1256.30183362003
Finland	2015	Suomalaisen Kirjallisuuden Seura (SKS)	10134.6360209347
Finland	2015	Suomen asiakastieto Oy	1604.21622808623
Finland	2015	Suomen Standardisoimisliitto SFS	242339.921860703
Finland	2015	Talentum	463016.908831388
Finland	2015	Taylor & Francis	1303569.06214545
Finland	2015	The Financial Times	12926.9748929473
Finland	2015	The National Bureau of Economic Research	937.463858287889
Finland	2015	The Optical Society (OSA)	14498.1041613293
Finland	2015	Thieme	33477.9874098745
Finland	2015	Thompson Henry	1840.83812172895
Finland	2015	Thomson Reuters	940780.575339458
Finland	2015	Tilastokeskus	14142.1686857227
Finland	2015	Tutkimus- ja Analysointikeskus TAK	2406.32434212934
Finland	2015	UN Publ.	3389.90941697471
Finland	2015	University of Chicago Press	1057.78007539436
Finland	2015	University of Colorado	252.664055923581
Finland	2015	University of Helsinki	51248.6926764997
Finland	2015	University of Oxford Oriental Studies Faculty	781.052776049482
Finland	2015	Verlag fur chemische industrie	751.976356915419
Finland	2015	Viite & Hakuteos & kokotekstietokannat:  tilattu useilta kotimaiselta ja kansainväliseltä kustantajalta tai välittäjältä	153298.90275592
Finland	2015	Vittorio Klostermann	779.047505764374
Finland	2015	Walter de Gruyter GMBH	1155.03568422208
Finland	2015	Warc Ltd	4030.59327306665
Finland	2015	Wiley / Blackwell	2656188.03809977
Finland	2015	William S. Hein & Co. Inc.	9232.26439263624
Finland	2015	Wize Nordic	40979.7035464627
Finland	2015	Wolters Kluwer	12707.397796728
Finland	2015	Wolters Kluwer Health	250755.038612158
Finland	2015	World Global Style Network (WGSN)	27323.8129048787
Finland	2015	World Scientific Publishing	1243.26757676683
Finland	2015	WSOY	3532.28360721736
Finland	2016	Aalto-yliopisto	56462.3954177799
Finland	2016	Adato Energia Oy	2356.19258500165
Finland	2016	AIAA	2167.69717820152
Finland	2016	AIP/APS	92535.2025765838
Finland	2016	Alexander Street Press	13822.328075248
Finland	2016	Alma Media	773917.021739926
Finland	2016	American Association for Cancer Research (AACR) /Ebsco	7552.85052885847
Finland	2016	American Association for the Advancement of Science (AAAS)	160574.023350291
Finland	2016	American Chemical Society (ACS)	1083061.52051385
Finland	2016	American Council of Learned Societies (ACLS)	3985.47469165172
Finland	2016	American Dietetic Association (ADA)	1099.89075138162
Finland	2016	American Economic Association	941.474398858105
Finland	2016	AMERICAN JOURNAL OF PUBLIC HEALTH	1053.76953482414
Finland	2016	American Mathematical Society (AMS)	79229.2315997511
Finland	2016	American Medical Association (AMA)	23420.5542949164
Finland	2016	AMERICAN PHYSIOLOGICAL SOCIETY	1798.72744574168
Finland	2016	AMERICAN PSYCHIATRIC ASSOCIATION PUBLISHING	982.582439702814
Finland	2016	American Society for Nutrition	845.221425172931
Finland	2016	American Society of Agronomy	7228.99937781356
Finland	2016	American Society of Animal Science	724.905208066464
Finland	2016	American Society of Civil Engineers (ASCE)	15374.4072759214
Finland	2016	American Society of Mechanic Engineers (ASME)	6694.59484683234
Finland	2016	American Society of Microbiology	4822.67503568422
Finland	2016	American Statistical Association	289.761556198075
Finland	2016	AMERICAN THORACIC SOCIETY	2415.34805841233
Finland	2016	Annual Reviews	34424.4749844453
Finland	2016	Artstor	15425.5416681916
Finland	2016	Asiantuntijaosuuskunta Ornanet	1774.66420232039
Finland	2016	ASM International	1618.25312008198
Finland	2016	Association for Computer Machinery (ACM)	100046.945064598
Finland	2016	Axiell Media	1735.56143176079
Finland	2016	BabelScores	1102.89865680928
Finland	2016	Backpages LTD	1396.67075357757
Finland	2016	Beck	5915.54734106797
Finland	2016	Benjamins	1774.66420232039
Finland	2016	Biering & Brinkmann Verlag	325.856421330015
Finland	2016	BioMedCentral	5033.22841562054
Finland	2016	Bloomsbury Publishing	349.919664751308
Finland	2016	BMJ Group	40414.2173260623
Finland	2016	Bonnier	51625.6834900999
Finland	2016	Bonnier Business Forum Oy	4953.01760421623
Finland	2016	Booky.fi Oy	802.108114043114
Finland	2016	Brepols	8938.49229586795
Finland	2016	Brill	3920.30340738572
Finland	2016	Britannica	511.343922702485
Finland	2016	Brockhaus NE GmbH	1448.80778099037
Finland	2016	BTJ Kirjastopalvelu	83729.058119533
Finland	2016	Bureau van Dijk	53640.9801266333
Finland	2016	Burgundy	12491.8312410789
Finland	2016	Cambridge University Press	23445.6201734802
Finland	2016	Canadian Science Publishing	4184.99908501995
Finland	2016	Carl Hanser Verlag	610.60480181532
Finland	2016	Cengage	39419.6032646488
Finland	2016	Cengage Learning	365091.539728434
Finland	2016	Centre for Economic Policy Research (CEPR)	2224.84738132709
Finland	2016	Centre for Policy Research	1350.54953702009
Finland	2016	Clarivate Analytics	10317.1156168796
Finland	2016	Cleo OpenEdition	172.45324451927
Finland	2016	Communication Institute for Online Scholarship (CIOS)	811.131830326099
Finland	2016	Crnet	3910.27705596018
Finland	2016	CSC - Tieteen tietotekniikan keskus	9889.99304615159
Finland	2016	Datamonitor	7468.62917688394
Finland	2016	Dawson Books	7997.01789700985
Finland	2016	De Gruyter	11493.2066390953
Finland	2016	Dictionnaires Le Robert	1810.75906745233
Finland	2016	DigiZeitschriften	651.71284266003
Finland	2016	Docutech Ltd	1624.26893093731
Finland	2016	Duodecim	630378.772096768
Finland	2016	East View	10445.4529151265
Finland	2016	EBSCO/SAGE/WILSON	1727869.21494711
Finland	2016	Economic and Financial Publishing Limited / LM Tietopalvelut Oy	315.830069904476
Finland	2016	Ecopoint Inc.	499.312300991838
Finland	2016	Edilex	1808.75379716722
Finland	2016	Edita	165763.66284815
Finland	2016	EDQM	465.222706145006
Finland	2016	Edward Elgar	10480.5451451158
Finland	2016	eFunda; Inc	2737.19393917213
Finland	2016	Elib	8193.53438495041
Finland	2016	Ellibs	34705.2128243604
Finland	2016	Elsevier	10491948.1145921
Finland	2016	Emerald	242960.553013944
Finland	2016	Encyclopedia Britannica	38265.5702155693
Finland	2016	Energiateollisuus ry+Adato Energia Oy	2005.27028510778
Finland	2016	ERS EUROPEAN RESPIRATORY SOCIETY	1249.28338762215
Finland	2016	Esmerk/M-brain	1708.49028291183
Finland	2016	ETLA	1847.85656772682
Finland	2016	Euromonitor International	31435.6196244922
Finland	2016	European Audivisual Observatory	345.909124181093
Finland	2016	European Economic Association	75.1976356915419
Finland	2016	EUROPEAN MATHEMATICAL SOCIETY; FIZ KARLSRUHE	486.278044138638
Finland	2016	European Society of Intensive Care Medicine (ESICM)	802.108114043114
Finland	2016	Export Finland	381.001354170479
Finland	2016	FAR Akademi	6025.83720674889
Finland	2016	FinPro	3604.47333748124
Finland	2016	FINVA Finanssikoulutus Oy	294.774731910844
Finland	2016	FIZ Karlsruhe	486.278044138638
Finland	2016	Fonecta	3440.0411741024
Finland	2016	Frost&Sullivan	20052.7028510778
Finland	2016	Georg Thieme Verlag KG / Thieme Publishing Group	8241.66087179299
Finland	2016	Geschaeftsstelle DigiZeitschriften e.V. c/o Niedersaechsische Staats- und Universitaetsbibliothek Goettingen (SUB)	651.71284266003
Finland	2016	Helsingin Sanomat	1708.49028291183
Finland	2016	Helsingin seudun kauppakamari	27998.5863558174
Finland	2016	Henry Stuarts Talks	3559.35475606632
Finland	2016	HighWire	29882.5377886762
Finland	2016	HS / M-Brain	3729.80273030048
Finland	2016	IBFD International Bureau for Fiscal Documentation	1434.77088899462
Finland	2016	IEEE	904524.285949566
Finland	2016	IIPF	54.1422976979102
Finland	2016	INDERSCIENCE ENTERPRISES LTD	750.973721772865
Finland	2016	Informa	15691.2399809684
Finland	2016	INFORMS	552.451963547195
Finland	2016	Ingram/Coutts	501.317571276946
Finland	2016	Innventia	6880.08234820481
Finland	2016	Institute of Physics (IOP)	108522.219924606
Finland	2016	Integrum	62160.3709329137
Finland	2016	Intelex corporation	638.678585806829
Finland	2016	International Information Services	1234.24386048384
Finland	2016	IOS Press	3310.70124071295
Finland	2016	IPA Source	928.440142004904
Finland	2016	ISSN-portal	324.853786187461
Finland	2016	John Benjamins	1619.25575522454
Finland	2016	John Hopkins University Press	93915.8311678805
Finland	2016	JOURNAL OF IMMUNOLOGY	2036.35197452696
Finland	2016	Journal of Visualized Experiments (JoVE)	38113.1696739011
Finland	2016	JSTOR	142887.53943564
Finland	2016	Kandidaattikustannus	5514.49328404641
Finland	2016	Kansalliskirjasto	72147.619587893
Finland	2016	Karnov Group Sweden AB	12450.7232002342
Finland	2016	Keskisuomalainen Oyj.	2586.79866778904
Finland	2016	Kielikone	241750.372396882
Finland	2016	Kirjanvälitys	651.71284266003
Finland	2016	Knowledge Unlatsced	6667.52369798338
Finland	2016	Kompass	1654.34798521392
Finland	2016	Konsulttitoimisto Cadlink Oy	2367.22157156974
Finland	2016	Langenscheidt GmbH & Co. KG	761.000073198404
Finland	2016	Lehtimarket	6517.1284266003
Finland	2016	LexisNexis	24542.5030194342
Finland	2016	Liber	787.068586904805
Finland	2016	LM Tietopalvelut	2481502.92775318
Finland	2016	M-Brain Insight	30520.2137393405
Finland	2016	MacLaser/Docutech.fi	1403.68919957545
Finland	2016	Maney Publishing	1357.56798301797
Finland	2016	Marilyn Conibear	293.77209676829
Finland	2016	Marston Book Services Ltd	3368.85407898108
Finland	2016	Mary Ann Liebert Inc	50230.0153716649
Finland	2016	Masterworkshop Ltd	14478.0514584782
Finland	2016	McGraw-Hill	15976.9909965963
Finland	2016	MCX	3781.93975771328
Finland	2016	Metsätalouden kehittämiskeskus Tapio	1604.21622808623
Finland	2016	MIPP International	1271.34136075834
Finland	2016	MIT PRESS JOURNALS	1809.75643230978
Finland	2016	MOT	2294.02920616331
Finland	2016	MUSEEC	2506.58785638473
Finland	2016	National Academy of Sciences	6007.78977418292
Finland	2016	National Bureau of Economic Research (NBER)	4232.12293671998
Finland	2016	Nationalencyklopedin	28061.7523697983
Finland	2016	Nature Publishing Group	676121.995205505
Finland	2016	Naxos Digital Services	8106.30512754822
Finland	2016	NBER	2858.51279142115
Finland	2016	Niedersächsische Staats- und Universitätsbibliothek Göttingen	651.71284266003
Finland	2016	OCEANSIDE PUBLICATIONS INC.	999.627237126231
Finland	2016	OCLC	1102.89865680928
Finland	2016	OECD	126242.793434103
Finland	2016	Open Book Publishers	401.054057021557
Finland	2016	Optical Society of America	18152.7092559382
Finland	2016	Ornanet-koulutus	1308.43886103283
Finland	2016	OTDBASE	296.780002195952
Finland	2016	Ovid	844754.197196501
