Country	Year	Organization	Publisher	Material	Resource.type	CostUSD	CostEUR	CostNAT	Cost
Finland	2011	Humak University of Applied Sciences (Humak)	Kielikone	mot-palvelut: sanakirjat	dictionary	1409.62381565536	1271	1062.47716819773	1271
Finland	2011	Finnish Meteorological Institute (FMI)	Kielikone	mot yp	dictionary	2275.80493290701	2052	1715.34472788493	2052
Finland	2011	University of Eastern Finland	Kielikone	mot proofing /; mot ylläpito	other electronic service	8686.21064060803	7832	6547.06623235613	7832
Finland	2011	Kajaani University of Applied Sciences (KAMK)	Kielikone	mot yp	other electronic service	834.018182039995	752	628.625358367188	752
Finland	2011	Social Insurance Institution of Finland (Kela)	Kielikone	mot ylläpito	dictionary; reference resource	2717.2134920186	2450	2048.04804255267	2450
Finland	2011	Kymenlaakso University of Applied Sciences (KyAMK)	Kielikone	mot-palvelut	dictionary	10003.7819175542	9020	7540.16054850004	9020
Finland	2011	Laurea University of Applied Sciences	Kielikone	mot-palvelu	dictionary; other electronic service; ebook package	3129.78631611285	2822	2359.01696983006	2822
Finland	2011	Helsinki Metropolia University of Applied Sciences	Kielikone	mot	other electronic service	2894.66416904839	2610	2181.79811880101	2610
Finland	2011	Finnish Forest Research Institute (Metla)	Kielikone	mot ylläpito	dictionary	2679.50522314977	2416	2019.6261513499	2416
Finland	2011	Mikkeli University of Applied Sciences (MAMK)	Kielikone	mot proofing; mot ylläpito	dictionary	3597.81247677892	3244	2711.78279593505	3244
Finland	2011	Oulu University of Applied Sciences	Kielikone	mot	dictionary	6517.98518065033	5877	4912.80748819676	5877
Finland	2011	Finnish Game and Fisheries Research Institute (RKTL)	Kielikone	mot ylläpito	dictionary	1337.53447811201	1206	1008.14119972185	1206
Finland	2011	Satakunta University of Applied Sciences (SAMK)	Kielikone	mot books; mot sanakirjasto (ylläpito)	dictionary; ebook package	3568.97674176157	3218	2690.04840854469	3218
Finland	2011	Savonia University of Applied Sciences	Kielikone	mot	dictionary	1985.22944927073	1790	1496.32897802828	1790
Finland	2011	Seinäjoki University of Applied Sciences (SeAMK)	Kielikone	mot proofing; mot ylläpito	other electronic service	3727.57328435695	3361	2809.58753919165	3361
Finland	2011	Sibelius Academy	Kielikone	mot ylläpito	dictionary	2580.79828405195	2327	1945.22767143676	2327
Finland	2011	Tampere University of Applied Sciences (TAMK)	Kielikone	mot	dictionary	4203.36291214306	3790	3168.2049311325	3790
Finland	2011	Tampere University of Technology	Kielikone	mot	dictionary	11789.3793551664	10630	8886.02069074894	10630
Finland	2011	University of Tampere	Kielikone	mot proofing; mot translation; mot ylläpito	other electronic service	9475.86615339058	8544	7142.25407166124	8544
Finland	2011	National Institute for Health and Welfare	Kielikone	mot	reference resource	10705.8211585533	9653	8069.30928765753	9653
Finland	2011	Turku University of Applied Sciences	Kielikone	mot ylläpito	other electronic service	2758.24896108174	2487	2078.9777476851	2487
Finland	2011	University of Turku	Kielikone	mot proofing kielentarkistin; mot-sanastojen ylläpito; mot-translation suomi-englanti	other electronic service	13000.4802258947	11722	9798.86496114385	11722
Finland	2011	VAMK University of Applied Sciences	Kielikone	mot ylläpito	other electronic service	1978.57504888212	1784	1491.31335016897	1784
Finland	2011	University of Vaasa	Kielikone	mot ylläpito	other electronic service	2739.39482664732	2470	2064.76680208371	2470
Finland	2011	Novia University of Applied Sciences	Kielikone	mot ylläpito	other electronic service	1216.64620438547	1097	917.023960277666	1097
Finland	2011	Åbo Akademi University	Kielikone	motsanasto	dictionary	2840.31989920802	2561	2140.83715794996	2561
Finland	2011	Tampere University of Applied Sciences (TAMK)	Kirjavälitys	finnbooks online	reference database	623.295503067124	562	469.797142822287	562
Finland	2011	Aalto University	Knovel	knovel	reference resource	25188.0145376467	22711	18984.987385475	22711
Finland	2011	University of Helsinki	Knovel	knovel	reference resource	7522.7996393315	6783	5670.16729495297	6783
Finland	2011	Jyväskylä University of Applied Sciences (JAMK)	Kompass	kompass	reference resource	1608.14676058244	1450	1212.11006600056	1450
Finland	2011	Tampere University of Applied Sciences (TAMK)	Kompass	kompass	other	1760.08890278919	1587	1326.6335687882	1587
Finland	2011	Centria University of Applied Sciences	Lehtimarket	encyclopedia britannica; profinder b2b	other electronic service; reference resource	3048.82444471801	2749	2297.99349754175	2749
Finland	2011	Kymenlaakso University of Applied Sciences (KyAMK)	Lehtimarket	britannica online	reference resource	735.311242942177	663	554.22687845405	663
Finland	2011	Aalto University	LexisNexis	lexisnexis	full text materials	14639.6808549574	13200	11034.3812904879	13200
Finland	2011	Hanken School of Economics	Liber	svenska skrivregler	full text materials	2065.08225393414	1862	1556.51651234003	1862
Finland	2011	University of Eastern Finland	Lippincott Williams & Wilkins (LWW)	lww total access collection	full text materials	48511.6878997492	43741	36564.7630323659	43741
Finland	2011	University of Tampere	Lippincott Williams & Wilkins (LWW)	lww total access collection	full text materials	56045.5782063951	50534	42243.2897070844	50534
Finland	2011	Aalto University	LM Tietopalvelut	highwire; pressdisplay	full text materials	4482.84772846497	4042	3378.86130122363	4042
Finland	2011	Arcada University of Applied Sciences	LM Tietopalvelut	enc. britannica	reference resource	735.311242942177	663	554.22687845405	663
Finland	2011	Diaconia University of Applied Sciences (Diak)	LM Tietopalvelut	ebl	ebook package	4174.52717712572	3764	3146.47054374215	3764
Finland	2011	HAAGA-HELIA University of Applied Sciences	LM Tietopalvelut	britannica	reference resource	735.311242942177	663	554.22687845405	663
Finland	2011	Hanken School of Economics	LM Tietopalvelut	library pressdisplay	full text materials	2124.97185743169	1916	1601.65716307384	1916
Finland	2011	University of Eastern Finland	LM Tietopalvelut	highwire; medicines complete + meyler's side effects of drugs; metsämuuronen: ttp (tutkijalaitos)+ltk; pressreader	full text materials; ebook package	31972.1757338417	28828	24098.4199880443	28828
Finland	2011	University of Jyväskylä	LM Tietopalvelut	highwire	full text materials	13885.5154775808	12520	10465.9434664324	12520
Finland	2011	Kymenlaakso University of Applied Sciences (KyAMK)	LM Tietopalvelut	pressdisplay	full text materials	2752.70362742456	2482	2074.79805780234	2482
Finland	2011	University of Lapland	LM Tietopalvelut	leisuretourism	full text materials; reference database	1468.40435242148	1324	1106.781880955	1324
Finland	2011	Laurea University of Applied Sciences	LM Tietopalvelut	pressdisplay/reader	full text materials	1659.1638302285	1496	1250.56321292196	1496
Finland	2011	University of Oulu	LM Tietopalvelut	pressreader; epress (2011 lähtien)	full text materials	4905.40215314215	4423	3697.35367028999	4423
Finland	2011	Satakunta University of Applied Sciences (SAMK)	LM Tietopalvelut	epress	full text materials	3598.92154351035	3245	2712.6187339116	3245
Finland	2011	Savonia University of Applied Sciences	LM Tietopalvelut	pressreader	full text materials	1659.1638302285	1496	1250.56321292196	1496
Finland	2011	Tampere University of Applied Sciences (TAMK)	LM Tietopalvelut	pressread	full text materials	4376.3773222471	3946	3298.61125547463	3946
Finland	2011	University of Tampere	LM Tietopalvelut	highwire	full text materials	19885.5664946504	17930	14988.3679195794	17930
Finland	2011	University of Turku	LM Tietopalvelut	europa world + 9 regional surveys; highwire; pressreader; times digital archive	full text materials; reference resource	32278.2781517181	29104	24329.1388695726	29104
Finland	2011	Government Institute for Economic Research (VATT)	LM Tietopalvelut	american economic association 7 journals package only available in package subscription (site license); brookings papers on economic activity; econometrica package; economic policy; economica; economics package includes the economic journal & the econometrics journal; ekonomisk debatt incl swedish economic policy review online outside sweden; environmental & resource economics; european journal of population; european taxation standard journal; finanzarchiv / public finance analysis; health economics online only; imf staff papers/imf economic review; international economic review; international labour review; international tax and public finance; jcms:journal of common market studies; journal of economic growth online only; journal of economic surveys; journal of human resources online only; journal of labor economics basic access one simultaneous user; journal of political economy basic access one simultaneous user; journal of productivity analysis; journal of the european economic association; kyklos: international review of social sciences; national institute economic review; national tax journal & proceedings of the annual conference on taxation (journal full text online; nber working paper series (national bureau of economic research) online only/standard price; oxford economic papers online only (instit regular price); oxford review of economic policy online only (instit regular price); proceedings distributed via cd-roms); public budgeting & finance; public choice; public finance review; public performance and management review; quarterly journal of economics tier 2; rand journal of economics; regional studies; review of economic studies; review of economics & statistics; review of income and wealth; scandinavian journal of economics; stata journal; world bank economic review online only (corporate price); world economics	full text materials	26956.9759742874	24306	20318.3084580756	24306
Finland	2011	Åbo Akademi University	LM Tietopalvelut	highwire	full text materials	5025.18136013726	4531	3787.63497175762	4531
Finland	2011	University of Lapland	Lovdata	lovdata plus	full text materials	625.513636529996	564	471.469018775391	564
Finland	2011	Tampere University of Technology	Maney Publishing	maney journals (selection)	full text materials	7293.22282592421	6576	5497.12813380668	6576
Finland	2011	Aalto University	Marketing Science Institute	msi reports	full text materials	413.681890825689	373	311.804865253937	373
Finland	2011	University of Eastern Finland	Mary Ann Liebert Inc	liebert online journal collection - custom title list	full text materials	9049.9845285191	8160	6821.25388866523	8160
Finland	2011	Tampere University of Technology	Masterworkshop Ltd	books24x7	other	32761.8312466243	29540	24693.6078273494	29540
Finland	2011	Aalto University	Material ConneXion	material connexion	other electronic service	2985.60764102615	2692	2250.34503287828	2692
Finland	2011	Tampere University of Technology	Materials Research Society (MRS)	journal of materials research	full text materials	1050.28619467005	947	791.633263794849	947
Finland	2011	Tampere University of Technology	McGraw-Hill	accessengineering; accessscience	full text materials	7398.58416541065	6671	5576.54224157913	6671
Finland	2011	Kymenlaakso University of Applied Sciences (KyAMK)	Metsäkustannus	metsälehti arkisto	full text materials	332.720019430849	300	250.781392965633	300
Finland	2011	Jyväskylä University of Applied Sciences (JAMK)	Metsäntutkimuslaitos (Metla)	metinfo	reference resource	657.676571741645	593	495.711220095402	593
Finland	2011	Kymenlaakso University of Applied Sciences (KyAMK)	Metsäntutkimuslaitos (Metla)	metinfo	reference resource	410.354690631381	370	309.297051324281	370
Finland	2011	Seinäjoki University of Applied Sciences (SeAMK)	Metsäntutkimuslaitos (Metla)	metinfo	reference resource	1081.34006315026	975	815.039527138308	975
Finland	2011	Tampere University of Applied Sciences (TAMK)	Metsätalouden kehittämiskeskus Tapio	metsänhoitokortisto	other	653.2403048159	589	492.367468189193	589
Finland	2011	Åbo Akademi University	Mid Sweden University	nordic pulp & paper	full text materials	1021.45045965271	921	769.898876404494	921
Finland	2011	University of Helsinki/National Library	MIPP International	11-13 nimekettä/vuosi; elibrary.ru venäjänkielisten lehtien tilauksia	full text materials	2882.46443500259	2599	2172.60280105894	2599
Finland	2011	Jyväskylä University of Applied Sciences (JAMK)	Mudpie	mpdclick	reference resource	2994.48017487764	2700	2257.0325366907	2700
Finland	2011	Aalto University	National Bureau of Economic Research (NBER)	nber working papers	full text materials	747.510976987974	674	563.422196196123	674
Finland	2011	Hanken School of Economics	National Bureau of Economic Research (NBER)	working paper series	full text materials	731.984042747868	660	551.719064524393	660
Finland	2011	University of Tampere	National Bureau of Economic Research (NBER)	nber working papers	ebook package	1103.52139777898	995	831.758286669351	995
Finland	2011	Arcada University of Applied Sciences	Nationalencyklopedin	nationalencyklopedin	reference resource	1447.33208452419	1305	1090.89905940051	1305
Finland	2011	Library of Parliament	Nationalencyklopedin	nationalencyklopedin	reference resource	1447.33208452419	1305	1090.89905940051	1305
Finland	2011	Hanken School of Economics	Nationalencyklopedin	nationalencyklopedin	other	1447.33208452419	1305	1090.89905940051	1305
Finland	2011	University of Helsinki	Nationalencyklopedin	nationalencyklopedin	reference resource	8113.93220718697	7316	6115.72223645525	7316
Finland	2011	Social Insurance Institution of Finland (Kela)	Nationalencyklopedin	ne.se	reference resource	382.628022345476	345	288.398601910478	345
Finland	2011	Novia University of Applied Sciences	Nationalencyklopedin	nationalencyklopedin	reference resource	1930.88517943036	1741	1455.36801717723	1741
Finland	2011	Åbo Akademi University	Nationalencyklopedin	nationalencyklopedin	reference resource	2787.08469609908	2513	2100.71213507546	2513
Finland	2011	Aalto University	Nature Publishing Group	nature chemistry; nature journal; nature methods; nature research; nature reviews	full text materials	52116.1547769168	46991	39281.5614561603	46991
Finland	2011	Geological Survey of Finland (GTK)	Nature Publishing Group	nature journal	full text materials	3151.96765074158	2842	2375.7357293611	2842
Finland	2011	University of Helsinki	Nature Publishing Group	nature; nature research; nature reviews	full text materials	65700.0041035469	59239	49520.1297929705	59239
Finland	2011	Finnish Meteorological Institute (FMI)	Nature Publishing Group	natj	full text materials	3151.96765074158	2842	2375.7357293611	2842
Finland	2011	University of Eastern Finland	Nature Publishing Group	embo; nature journal; nature methods; nature research; nature reviews	full text materials	41229.5557411394	37175	31075.9942783247	37175
Finland	2011	University of Jyväskylä	Nature Publishing Group	nature journal	full text materials	5484.33498695183	4945	4133.71329405019	4945
Finland	2011	University of Lapland	Nature Publishing Group	nature journal	full text materials	4817.7858813587	4344	3631.31457014237	4344
Finland	2011	Finnish Medicines Agency Fimea	Nature Publishing Group	nature	full text materials	3856.22502520354	3477	2906.55634447169	3477
Finland	2011	Agrifood Research Finland (MTT)	Nature Publishing Group	nature weekly	full text materials	2985.60764102615	2692	2250.34503287828	2692
Finland	2011	Finnish Forest Research Institute (Metla)	Nature Publishing Group	nature weekly	full text materials	3151.96765074158	2842	2375.7357293611	2842
Finland	2011	University of Oulu	Nature Publishing Group	nature journal; nature methods; nature publishin group online package; nature research; nature reviews	full text materials	60680.3680770668	54713	45736.6745110957	54713
Finland	2011	Academy of Finland	Nature Publishing Group	nature journal	full text materials	2937.9177715744	2649	2214.39969988654	2649
Finland	2011	Finnish Environment Institute (SYKE)	Nature Publishing Group	nature ja nature geoscience	full text materials	3151.96765074158	2842	2375.7357293611	2842
Finland	2011	Tampere University of Technology	Nature Publishing Group	nature chemistry; nature journal (nature weekly); nature research	full text materials	5484.33498695183	4945	4133.71329405019	4945
Finland	2011	University of Tampere	Nature Publishing Group	embo; nature journal; nature methods; nature research; nature reviews	full text materials	53017.8260295744	47804	39961.1790310971	47804
Finland	2011	VTT Technical Research Centre of Finland	Nature Publishing Group	nature journal (weekly); nature research; nature reviews	full text materials	24436.067293733	22033	18418.2214373727	22033
Finland	2011	National Institute for Health and Welfare	Nature Publishing Group	nature journal; nature research; nature reviews; embo	full text materials	29103.0200996164	26241	21935.8484427039	26241
Finland	2011	University of Turku	Nature Publishing Group	nature (weekly); nature geoscience; nature methods; nature research (paketti 1); nature reviews (paketit 1-3)	full text materials	55658.5139171239	50185	41951.5473532677	50185
Finland	2011	Finnish Institute of Occupational Health (FIOH)	Nature Publishing Group	n res; n rev; natj	full text materials	24520.3563653221	22109	18481.7527235906	22109
Finland	2011	Åbo Akademi University	Nature Publishing Group	nature journal; nature methods; nature research	full text materials	18504.7784140124	16685	13947.625138772	16685
Finland	2011	Sibelius Academy	Naxos Digital Services	naxos music library	other	3587.83087619599	3235	2704.25935414608	3235
Finland	2011	Turku University of Applied Sciences	Naxos Digital Services	naxos music library	other electronic service	499.080029146274	450	376.17208944845	450
Finland	2011	Turku University of Applied Sciences	NewspaperDirect 	pressdisplay	full text materials	1659.1638302285	1496	1250.56321292196	1496
Finland	2011	University of Turku	Niedersächsische Staats- und Universitätsbibliothek Göttingen	digizeitschriften	full text materials	665.440038861698	600	501.562785931267	600
Finland	2011	Aalto University	OECD	oecd ilibrary	reference resource	11379.024664535	10260	8576.72363942466	10260
Finland	2011	Library of Parliament	OECD	oecd source/ilibrary	reference resource	3948.27756391274	3560	2975.93919652552	3560
Finland	2011	HAAGA-HELIA University of Applied Sciences	OECD	source oecd - economics; urkund	other electronic service; reference resource	9414.8674831616	8489	7096.27748295087	8489
Finland	2011	Hanken School of Economics	OECD	ilibrary	full text materials; other electronic service	11379.024664535	10260	8576.72363942466	10260
Finland	2011	University of Helsinki	OECD	oecd ilibrary	full text materials	11379.024664535	10260	8576.72363942466	10260
Finland	2011	University of Eastern Finland	OECD	oecd ilibrary	reference resource	5024.07229340582	4530	3786.79903378106	4530
Finland	2011	Helsinki Metropolia University of Applied Sciences	OECD	oecd ilibrary	full text materials	4807.80428077577	4335	3623.7911283534	4335
Finland	2011	University of Vaasa	OECD	oecdilibrary	reference resource	11379.024664535	10260	8576.72363942466	10260
Finland	2011	Åbo Akademi University	OECD	oecd ilibrary	reference resource	11379.024664535	10260	8576.72363942466	10260
Finland	2011	University of Helsinki	Online Computer Library Center (OCLC)	catalog of art museum images online	other	1472.84061934723	1328	1110.1256328612	1328
Finland	2011	Academy of Fine Arts	Online Computer Library Center (OCLC)	catalog of art museum images online / camio	other electronic service	45.4717359888827	41	34.2734570386366	41
Finland	2011	Turku University of Applied Sciences	Online Computer Library Center (OCLC)	catalog of art museum images online	reference resource	942.706721720739	850	710.547280069295	850
Finland	2011	University of Eastern Finland	Optics Infobase Package - Optical Society of America	optical society of america	full text materials	13879.9701439236	12515	10461.7637765497	12515
Finland	2011	University of Turku	Oriprobe	database of the chinese government	full text materials	1038.08646062425	936	782.437946052776	936
Finland	2011	Oulu University of Applied Sciences	OTDBASE	otdbase	reference database	238.449347258775	215	179.726664958704	215
Finland	2011	Aalto University	Ovid	cab abstracts 1973+	reference database	4502.81092963082	4060	3393.90818480157	4060
Finland	2011	University of Helsinki	Ovid	viite- ja kokotekstitietokantoja & kausijulkaisuja & e-kirjoja	full text materials; reference database	201975.469662034	182113	152235.172723835	182113
Finland	2011	Häme University of Applied Sciences (HAMK)	Ovid	cab abstracts 1973+	reference database	4741.2602768896	4275	3573.63484976028	4275
Finland	2011	University of Eastern Finland	Ovid	cab abstracts 1973+	reference database	4741.2602768896	4275	3573.63484976028	4275
Finland	2011	Agrifood Research Finland (MTT)	Ovid	cab abstracts 1973+	reference database	4741.2602768896	4275	3573.63484976028	4275
Finland	2011	Seinäjoki University of Applied Sciences (SeAMK)	Ovid	cab abstracts 1973+	reference database	4741.2602768896	4275	3573.63484976028	4275
Finland	2011	Aalto University	Oxford University Press (OUP)	grove art online; oxford english dictionary; oxford reference online	dictionary; reference resource	3440.32500091498	3102	2593.07960326465	3102
Finland	2011	Arcada University of Applied Sciences	Oxford University Press (OUP)	oxford english dict.	dictionary	523.479497237869	472	394.562724932596	472
Finland	2011	Centria University of Applied Sciences	Oxford University Press (OUP)	grovemusic	reference resource	855.090449937282	771	644.508179921678	771
Finland	2011	Library of Parliament	Oxford University Press (OUP)	oxford english dictionary	dictionary	654.349371547337	590	493.203406165746	590
Finland	2011	Geological Survey of Finland (GTK)	Oxford University Press (OUP)	oxford english dictionary	dictionary	654.349371547337	590	493.203406165746	590
Finland	2011	HAAGA-HELIA University of Applied Sciences	Oxford University Press (OUP)	oxford english dctionary (oed); oxford reference online	dictionary; reference resource	1053.61339486436	950	794.141077724506	950
Finland	2011	Hanken School of Economics	Oxford University Press (OUP)	oxford reference	other	354.901354059572	320	267.500152496676	320
Finland	2011	University of Helsinki	Oxford University Press (OUP)	hakuteoksia	dictionary; reference resource	4479.52052827067	4039	3376.35348729398	4039
Finland	2011	Häme University of Applied Sciences (HAMK)	Oxford University Press (OUP)	oxford reference online	reference resource	531.242964357922	479	400.414290768461	479
Finland	2011	University of Eastern Finland	Oxford University Press (OUP)	grove art online; grove music online; oxford english dictionary	dictionary; reference resource	2977.8441739061	2685	2244.49346704242	2685
Finland	2011	University of Jyväskylä	Oxford University Press (OUP)	grove art; grove music; oed; oro	dictionary; reference resource	3098.73244763264	2794	2335.6107064866	2794
Finland	2011	Finnish National Gallery Library	Oxford University Press (OUP)	grove art online	reference resource	751.947243913719	678	566.765948102331	678
Finland	2011	Academy of Fine Arts	Oxford University Press (OUP)	grove art online / grove art	reference resource	1129.02993260201	1018	850.984860130049	1018
Finland	2011	Kymenlaakso University of Applied Sciences (KyAMK)	Oxford University Press (OUP)	grove art; oxford english dictionary	dictionary; reference resource	1937.53957981898	1747	1460.38364503654	1747
Finland	2011	Lahti University of Applied Sciences (LAMK)	Oxford University Press (OUP)	grove dictionary of art	full text materials	1414.06008258111	1275	1065.82092010394	1275
Finland	2011	University of Lapland	Oxford University Press (OUP)	grove art; max planck encyclopedia; oxford english dictionary	dictionary; reference resource	2622.94281984653	2365	1976.99331454574	2365
Finland	2011	Laurea University of Applied Sciences	Oxford University Press (OUP)	oxford english dictionary	dictionary	523.479497237869	472	394.562724932596	472
Finland	2011	Agrifood Research Finland (MTT)	Oxford University Press (OUP)	oxford english dictionary	dictionary	654.349371547337	590	493.203406165746	590
Finland	2011	Helsinki Metropolia University of Applied Sciences	Oxford University Press (OUP)	grovemusic (oxford music online)	full text materials	306.102417876381	276	230.718881528383	276
Finland	2011	Finnish Forest Research Institute (Metla)	Oxford University Press (OUP)	oxford reference online	reference resource	706.475507924836	637	532.492491063695	637
Finland	2011	Oulu University of Applied Sciences	Oxford University Press (OUP)	grove music online	reference resource	1129.02993260201	1018	850.984860130049	1018
Finland	2011	University of Oulu	Oxford University Press (OUP)	grove music; oxford english dictionary; oxford medical handbooks; oxford textbook of medicine	dictionary; reference resource	1684.67236505153	1519	1269.78978638266	1519
Finland	2011	Finnish Game and Fisheries Research Institute (RKTL)	Oxford University Press (OUP)	oxford english dictionary	dictionary	654.349371547337	590	493.203406165746	590
Finland	2011	Satakunta University of Applied Sciences (SAMK)	Oxford University Press (OUP)	grove art; oed	dictionary; reference resource	1652.50942983988	1490	1245.54758506265	1490
Finland	2011	Savonia University of Applied Sciences	Oxford University Press (OUP)	oxford english dictionary	dictionary	523.479497237869	472	394.562724932596	472
Finland	2011	Seinäjoki University of Applied Sciences (SeAMK)	Oxford University Press (OUP)	oxford english dictionary	dictionary	523.479497237869	472	394.562724932596	472
Finland	2011	Sibelius Academy	Oxford University Press (OUP)	grove music online; oxford english dictionary	reference resource	1783.37930414935	1608	1344.18826629579	1608
Finland	2011	Finnish Environment Institute (SYKE)	Oxford University Press (OUP)	oxford english dictionary	dictionary	654.349371547337	590	493.203406165746	590
Finland	2011	Tampere University of Applied Sciences (TAMK)	Oxford University Press (OUP)	grovemusic	reference resource	1272.09954095728	1147	958.820859105272	1147
Finland	2011	Tampere University of Technology	Oxford University Press (OUP)	applied linguistics; grove art online; oxford reference online (oro)	dictionary; reference resource	1458.42275183856	1315	1099.25843916603	1315
Finland	2011	University of Tampere	Oxford University Press (OUP)	oxford english dictionary; oxford reference online	dictionary; reference resource	1826.63290667536	1647	1376.78984738133	1647
Finland	2011	Theatre Academy	Oxford University Press (OUP)	oxford english dictionary	dictionary	654.349371547337	590	493.203406165746	590
Finland	2011	Turku University of Applied Sciences	Oxford University Press (OUP)	grove art online; grove music online; oxford english dictionary	dictionary; reference resource	2555.28974922892	2304	1926.00109797606	2304
Finland	2011	University of Turku	Oxford University Press (OUP)	grove art; grove music; oro premium + literature collection + western civilization; oxford english dictionary; oxford journals full collection	dictionary; full text materials; reference resource	39766.6967223751	35856	29973.3920872525	35856
Finland	2011	University of Vaasa	Oxford University Press (OUP)	oxford english dictionary; oxford reference online	dictionary; reference resource	1185.59233590526	1069	893.617696934207	1069
Finland	2011	Government Institute for Economic Research (VATT)	Oxford University Press (OUP)	oxford english dictionary	dictionary	654.349371547337	590	493.203406165746	590
Finland	2011	Novia University of Applied Sciences	Oxford University Press (OUP)	grove art; grove music	reference resource	1446.22301779276	1304	1090.06312142395	1304
Finland	2011	Åbo Akademi University	Oxford University Press (OUP)	oxford english dictionary	dictionary	654.349371547337	590	493.203406165746	590
Finland	2011	University of Eastern Finland	Palgrave Macmillan	the new palgrave dictionary of ecnomics online	reference resource	1039.19552735569	937	783.273884029328	937
Finland	2011	Åbo Akademi University	Palgrave Macmillan	new palgrave dictionary of economics; scientific american	full text materials; reference resource	1721.27156718893	1552	1297.37573960888	1552
Finland	2011	Social Insurance Institution of Finland (Kela)	Pharmaceutical Press	martindale	reference resource	2162.68012630052	1950	1630.07905427662	1950
Finland	2011	Aalto University	Pira International	pira	reference database	1905.37664460733	1718	1436.14144371653	1718
Finland	2011	Library of Parliament	PressReader	pressdisplay/pressreader	full text materials	1659.1638302285	1496	1250.56321292196	1496
Finland	2011	University of Jyväskylä	PressReader	press display; nyk. pressreader	full text materials	2124.97185743169	1916	1601.65716307384	1916
Finland	2011	Satakunta University of Applied Sciences (SAMK)	PressReader	pressdisplay (pressreader)	full text materials	3838.47995750056	3461	2893.18133684686	3461
Finland	2011	Seinäjoki University of Applied Sciences (SeAMK)	PressReader	pressreader	full text materials	2204.82466209509	1988	1661.8446973856	1988
Finland	2011	VTT Technical Research Centre of Finland	PressReader	pressreader / pressread	full text materials	1665.81823061712	1502	1255.57884078127	1502
Finland	2011	Novia University of Applied Sciences	PressReader	pressreader	full text materials	1659.1638302285	1496	1250.56321292196	1496
Finland	2011	Arcada University of Applied Sciences	PrioInfo	ebrary	ebook package	3463.61540227514	3123	2610.63430077224	3123
Finland	2011	University of Helsinki/National Library	PrioInfo	rarebooks.info	full text materials	1107.95766470473	999	835.102038575559	999
Finland	2011	Tampere University of Applied Sciences (TAMK)	PrioInfo	urkund	other	6681.01799017145	6024	5035.69037074992	6024
Finland	2011	University of Helsinki	Project Muse	project muse	full text materials	19103.6744489879	17225	14399.0316461101	17225
Finland	2011	Aalto University	ProQuest	art and humanities full text; avery index to architectural periodicals; business suite; csa complete collection; dissertations & theses; early english books online; ebrary academic complete; econlit; fiaf plus; international bibliography of art; periodicals index online; polymer library; proquest education journals; psycarticles; refworks; safari technical books online; the vogue archive; ulrichsweb	full text materials; other electronic service; reference database; ebook package	129917.185987164	117141	97922.6105112909	117141
Finland	2011	Arcada University of Applied Sciences	ProQuest	businesssuite (abi-inform); refworks & refshare	full text materials; other electronic service	4519.44693060237	4075	3406.44725444985	4075
Finland	2011	Centria University of Applied Sciences	ProQuest	business; ebrary; iimp+iipa; safari	full text materials; ebook package	12701.0322084069	11452	9573.16170747478	11452
Finland	2011	Diaconia University of Applied Sciences (Diak)	ProQuest	ebrary; refworks	other electronic service; ebook package	3295.03725909684	2971	2483.57172833632	2971
Finland	2011	HAAGA-HELIA University of Applied Sciences	ProQuest	business suite; ebrary academic complete; periodicals index online; refworks; safari technical books online	full text materials; other electronic service; reference database; ebook package	16604.9471030622	14972	12515.6633849382	14972
Finland	2011	Hanken School of Economics	ProQuest	abi/inform; refworks; ulrichsweb; ebrary academic collection + pda	full text materials; other; other electronic service; ebook package	14863.7123347075	13402	11203.2407617514	13402
Finland	2011	University of Helsinki	ProQuest	refworks; eri tieteenalojen viite- ja kokotesktitietokantoja	full text materials; other; reference database	110343.267244047	99492	83169.1411631226	99492
Finland	2011	Humak University of Applied Sciences (Humak)	ProQuest	ebrary	ebook package	3463.61540227514	3123	2610.63430077224	3123
Finland	2011	Häme University of Applied Sciences (HAMK)	ProQuest	academic search elite; business suite (abi inform); ebrary academic complete; refworks	full text materials; other electronic service; ebook package	12098.8089732371	10909	9119.24738620698	10909
Finland	2011	University of Eastern Finland	ProQuest	csa complete collection; early english books online / eebo; ebrary academic complete; international pharmaceutical abstracts; periodicals index online; psycarticles; psycinfo	full text materials; reference database; ebook package	39500.5207068304	35616	29772.76697288	35616
Finland	2011	Jyväskylä University of Applied Sciences (JAMK)	ProQuest	abi inform; iimp iipa; iimpft; refworks	full text materials; other electronic service	11336.8801287405	10222	8544.95799631568	10222
Finland	2011	University of Jyväskylä	ProQuest	csa complete collection; ebrary; historical newspapers; iimpft & iipaft & mpa; proquest central; psycarticles; psycinfo; ulrichsweb	full text materials; reference database; ebook package	54487.3394487273	49129	41068.7968500287	49129
Finland	2011	Kajaani University of Applied Sciences (KAMK)	ProQuest	ebrary	ebook package	1835.50544052685	1655	1383.47735119374	1655
Finland	2011	Finnish National Gallery Library	ProQuest	periodicals index online	reference database	0	0	0	0
Finland	2011	National Library	ProQuest	cross searchability: acta sanctorum & patrologia latina; patrologia latina database	full text materials	912.761919971963	823	687.976954702388	823
Finland	2011	Social Insurance Institution of Finland (Kela)	ProQuest	csa ss; refworks; safari	other electronic service; reference database; ebook package	9577.90029268271	8636	7219.16036550403	8636
