Country	Year	Organization	Publisher	Material	Resource.type	CostUSD	CostEUR	CostNAT	Cost
UK	2014	University of Greenwich	Springer	NA	NA	0	0	0	0
UK	2014	Harper Adams University	Springer	NA	NA	24357.9419794392	22020.4320773824	21962.5576072392	22020.4320773824
UK	2014	Heriot-Watt University	Springer	NA	NA	129878.941555478	117415.108929107	117106.516563971	117415.108929107
UK	2014	University of Hertfordshire	Springer	NA	NA	24539.7321754065	22184.7767771936	22126.4703735448	22184.7767771936
UK	2014	Heythrop College	Springer	NA	NA	0	0	0	0
UK	2014	University of Huddersfield	Springer	NA	NA	NA	NA	NA	NA
UK	2014	University of Hull	Springer	NA	NA	79251.0875817205	71645.7569619407	71457.4563778466	71645.7569619407
UK	2014	Imperial College London	Springer	NA	NA	NA	NA	NA	NA
UK	2014	Institute of Cancer Research	Springer	NA	NA	9797.91637975032	8857.65933436758	8834.3794850493	8857.65933436758
UK	2014	Institute of Education, University of London	Springer	NA	NA	34937.6345131333	31584.8444170805	31501.8325974773	31584.8444170805
UK	2014	Keele University	Springer	NA	NA	39147.5411606813	35390.7473731965	35297.7328153987	35390.7473731965
UK	2014	University of Kent	Springer	NA	NA	0	0	0	0
UK	2014	King's College London	Springer	NA	NA	310726.728721609	280907.83819984	280169.551492397	280907.83819984
UK	2014	Kingston University	Springer	NA	NA	52178.1203671449	47170.8470461118	47046.8718321195	47170.8470461118
UK	2014	Lancaster University	Springer	NA	NA	121007.13712846	109394.687213928	109107.17425611	109394.687213928
UK	2014	University of Leeds	Springer	NA	NA	421779.178379604	381303.139526406	380300.992198576	381303.139526406
UK	2014	Leeds College of Art	Springer	NA	NA	0	0	0	0
UK	2014	Leeds Beckett University (formerly Leeds Metropolitan University)	Springer	NA	NA	13584.0914675805	12280.4941298941	12248.2183285671	12280.4941298941
UK	2014	Leeds Trinity University	Springer	NA	NA	0	0	0	0
UK	2014	University of Leicester	Springer	NA	NA	0	0	0	0
UK	2014	University of Lincoln	Springer	NA	NA	210144.281791006	189977.785788932	189478.482975397	189977.785788932
UK	2014	University of Liverpool	Springer	NA	NA	294154.089604312	265925.592395434	265226.682278534	265925.592395434
UK	2014	Liverpool Hope University	Springer	NA	NA	14644.3587520962	13239.0128644513	13204.2178680563	13239.0128644513
UK	2014	Liverpool Institute for Performing Arts	Springer	NA	NA	NA	NA	NA	NA
UK	2014	Liverpool John Moores University	Springer	NA	NA	75012.1922569042	67813.6472269704	67635.418258168	67813.6472269704
UK	2014	University of London (central)	Springer	NA	NA	34217.9808110349	30934.2522825039	30852.9503600969	30934.2522825039
UK	2014	London Business School	Springer	NA	NA	9981.98840452909	9024.06688728846	9000.3496828393	9024.06688728846
UK	2014	London Metropolitan University	Springer	NA	NA	0	0	0	0
UK	2014	London School of Economics	Springer	NA	NA	92361.2067498927	83497.7635441392	83278.3133169015	83497.7635441392
UK	2014	London School of Hygiene and Tropical Medicine	Springer	NA	NA	32539.99951393	29417.2984605757	29339.9834217306	29417.2984605757
UK	2014	London South Bank University	Springer	NA	NA	NA	NA	NA	NA
UK	2014	Loughborough University	Springer	NA	NA	96368.7867421695	87120.7561224572	86891.7838851579	87120.7561224572
UK	2014	University of Manchester	Springer	NA	NA	491698.166705822	444512.352137898	443344.077293805	444512.352137898
UK	2014	Manchester Metropolitan University	Springer	NA	NA	NA	NA	NA	NA
UK	2014	Middlesex University	Springer	NA	NA	54639.6735769624	49396.1773021492	49266.3534377304	49396.1773021492
UK	2014	Newcastle University	Springer	NA	NA	410591.830782816	371189.385741743	370213.819551803	371189.385741743
UK	2014	Newman University	Springer	NA	NA	2005.03892610925	1812.62536556518	1807.86139307674	1812.62536556518
UK	2014	University of Northampton	Springer	NA	NA	14055.6604206666	12706.8089683973	12673.4127192378	12706.8089683973
UK	2014	Northumbria University	Springer	NA	NA	65108.4746311944	58860.3398632118	58705.6421274881	58860.3398632118
UK	2014	Norwich University of the Arts	Springer	NA	NA	0	0	0	0
UK	2014	University of Nottingham	Springer	NA	NA	495775.241212259	448198.170189324	447020.208216204	448198.170189324
UK	2014	Nottingham Trent University	Springer	NA	NA	60311.9894576809	54524.1493893745	54380.8481024231	54524.1493893745
UK	2014	Open University	Springer	NA	NA	2292.63036803603	2072.61809476746	2067.170805013	2072.61809476746
UK	2014	University of Oxford	Springer	NA	NA	320758.309772438	289976.738575126	289214.616831107	289976.738575126
UK	2014	Oxford Brookes University	Springer	NA	NA	54358.4010455907	49141.8970892506	49012.7415283662	49141.8970892506
UK	2014	Plymouth University	Springer	NA	NA	47820.8804888784	43231.7496927632	43118.1272807217	43231.7496927632
UK	2014	University of Portsmouth	Springer	NA	NA	55889.9537423343	50526.4743314512	50393.6798013594	50526.4743314512
UK	2014	Queen Margaret University, Edinburgh	Springer	NA	NA	NA	NA	NA	NA
UK	2014	Queen Mary, University of London	Springer	NA	NA	162088.359432594	146533.550019645	146148.428077633	146533.550019645
UK	2014	Queen's University Belfast	Springer	NA	NA	248999.978396887	225104.69547003	224513.071521359	225104.69547003
UK	2014	Ravensbourne	Springer	NA	NA	0	0	0	0
UK	2014	University of Reading	Springer	NA	NA	105298.474010105	95193.5059517252	94943.3167774771	95193.5059517252
UK	2014	Robert Gordon University	Springer	NA	NA	31672.864059711	28633.3776602208	28558.122935215	28633.3776602208
UK	2014	University of Roehampton	Springer	NA	NA	43339.2471855194	39180.1963293611	39077.2222780483	39180.1963293611
UK	2014	Rose Bruford College	Springer	NA	NA	0	0	0	0
UK	2014	Royal Academy of Music	Springer	NA	NA	0	0	0	0
UK	2014	Royal Agricultural University	Springer	NA	NA	6468.40409703038	5847.66369785886	5832.29476972432	5847.66369785886
UK	2014	Royal College of Art	Springer	NA	NA	0	0	0	0
UK	2014	Royal College of Music	Springer	NA	NA	0	0	0	0
UK	2014	Royal Conservatoire of Scotland	Springer	NA	NA	0	0	0	0
UK	2014	Royal Holloway, University of London	Springer	NA	NA	70897.7038591261	64094.0057082851	63925.5527639158	64094.0057082851
UK	2014	Royal Northern College of Music	Springer	NA	NA	0	0	0	0
UK	2014	Royal Veterinary College	Springer	NA	NA	7713.18897053065	6972.99279097368	6954.6662539797	6972.99279097368
UK	2014	University of Salford	Springer	NA	NA	59747.8511653529	54014.1486282698	53872.187733901	54014.1486282698
UK	2014	School of Oriental and African Studies	Springer	NA	NA	0	0	0	0
UK	2014	University of Sheffield	Springer	NA	NA	183838.616644658	166196.543798354	165759.743245206	166196.543798354
UK	2014	Sheffield Hallam University	Springer	NA	NA	2921.80753246543	2641.41627261238	2634.47405791525	2641.41627261238
UK	2014	University of South Wales	Springer	NA	NA	18501.7160972896	16726.1989120132	16682.2388345661	16726.1989120132
UK	2014	University of Southampton	Springer	NA	NA	326132.367674182	294835.075010329	294060.184504735	294835.075010329
UK	2014	Southampton Solent University	Springer	NA	NA	0	0	0	0
UK	2014	Staffordshire University	Springer	NA	NA	0	0	0	0
UK	2014	Stranmillis University College	Springer	NA	NA	NA	NA	NA	NA
UK	2014	University of St Andrews	Springer	NA	NA	143367.709286908	129609.42706519	129268.785387924	129609.42706519
UK	2014	St George's University of London	Springer	NA	NA	16601.9923470972	15008.782151508	14969.3358176913	15008.782151508
UK	2014	University of St Mark and St John	Springer	NA	NA	11563.0662378449	10453.4165863301	10425.942740949	10453.4165863301
UK	2014	St Mary's University College	Springer	NA	NA	5199.59926225369	4700.61971905151	4688.2654712044	4700.61971905151
UK	2014	University of Stirling	Springer	NA	NA	51681.3972893494	46721.791998477	46598.9969985175	46721.791998477
UK	2014	University of Strathclyde	Springer	NA	NA	194473.923692404	175811.233605263	175349.163562569	175811.233605263
UK	2014	University of Sunderland	Springer	NA	NA	NA	NA	NA	NA
UK	2014	University of Surrey	Springer	NA	NA	0	0	0	0
UK	2014	University of Sussex	Springer	NA	NA	109067.366607528	98600.7167710367	98341.5727079772	98600.7167710367
UK	2014	Swansea University	Springer	NA	NA	0	0	0	0
UK	2014	Teesside University	Springer	NA	NA	13285.1988971611	12010.284784995	11978.7191524154	12010.284784995
UK	2014	Trinity Laban	Springer	NA	NA	0	0	0	0
UK	2014	UCL	Springer	NA	NA	555010.558521483	501748.970272969	500430.265185922	501748.970272969
UK	2014	University College Birmingham	Springer	NA	NA	16851.778341259	15234.5974327401	15194.5576074012	15234.5974327401
UK	2014	University for the Creative Arts	Springer	NA	NA	0	0	0	0
UK	2014	University of the Arts London	Springer	NA	NA	NA	NA	NA	NA
UK	2014	University of the Highlands and Islands	Springer	NA	NA	0	0	0	0
UK	2014	University of the West of England	Springer	NA	NA	43148.1676509585	39007.4537423343	38904.9336959956	39007.4537423343
UK	2014	University of the West of Scotland	Springer	NA	NA	6110.98059230335	5524.54033976296	5510.02064987565	5524.54033976296
UK	2014	University of Ulster	Springer	NA	NA	145239.740546613	131301.808845057	130956.719221518	131301.808845057
UK	2014	University of Wales Trinity St David	Springer	NA	NA	17300.0429361871	15639.8443158159	15598.7394137995	15639.8443158159
UK	2014	University of Warwick	Springer	NA	NA	306071.082342966	276698.970925923	275971.746034276	276698.970925923
UK	2014	University of West London	Springer	NA	NA	0	0	0	0
UK	2014	University of Westminster	Springer	NA	NA	25997.9963112685	23503.0985952576	23441.327356022	23503.0985952576
UK	2014	University of Winchester	Springer	NA	NA	8631.42928896054	7803.11417724544	7782.60590125487	7803.11417724544
UK	2014	University of Wolverhampton	Springer	NA	NA	0	0	0	0
UK	2014	University of Worcester	Springer	NA	NA	0	0	0	0
UK	2014	Writtle College	Springer	NA	NA	NA	NA	NA	NA
UK	2014	University of York	Springer	NA	NA	165932.079812701	150008.407773475	149614.15315184	150008.407773475
UK	2014	York St John University	Springer	NA	NA	17696.7165968616	15998.4511886438	15956.4037900096	15998.4511886438
UK	2014	University of Aberdeen	Taylor & Francis	NA	NA	213419.286719216	192938.504869207	192431.420643962	192938.504869207
UK	2014	Abertay University	Taylor & Francis	NA	NA	0	0	0	0
UK	2014	Aberystwyth University	Taylor & Francis	NA	NA	134451.240423745	121548.62713648	121229.170989234	121548.62713648
UK	2014	Anglia Ruskin University	Taylor & Francis	NA	NA	101172.778997454	91463.7332609629	91223.346738065	91463.7332609629
UK	2014	Arts University Bournemouth	Taylor & Francis	NA	NA	8570.37349082003	7747.91759877348	7727.5543913593	7747.91759877348
UK	2014	Aston University	Taylor & Francis	NA	NA	0	0	0	0
UK	2014	Bangor University	Taylor & Francis	NA	NA	213819.511391592	193300.321980897	192792.286821831	193300.321980897
UK	2014	University of Bath	Taylor & Francis	NA	NA	199607.363421069	180452.042790366	179977.775694878	180452.042790366
UK	2014	Bath Spa University	Taylor & Francis	NA	NA	0	0	0	0
UK	2014	University of Bedfordshire	Taylor & Francis	NA	NA	134677.087468304	121752.800769408	121432.808009584	121752.800769408
UK	2014	Birkbeck, University of London	Taylor & Francis	NA	NA	69140.7631839748	62505.6698450247	62341.3913916995	62505.6698450247
UK	2014	University of Birmingham	Taylor & Francis	NA	NA	312076.761261298	282128.314866857	281386.8204821	282128.314866857
UK	2014	Birmingham City University	Taylor & Francis	NA	NA	0	0	0	0
UK	2014	Bishop Grosseteste University	Taylor & Francis	NA	NA	41433.4205559021	37457.262352255	37358.8165450141	37457.262352255
UK	2014	University of Bolton	Taylor & Francis	NA	NA	100517.448564338	90871.2916128614	90632.4621550725	90871.2916128614
UK	2014	Bournemouth University	Taylor & Francis	NA	NA	118032.658506091	106705.654432554	106425.208835943	106705.654432554
UK	2014	University of Bradford	Taylor & Francis	NA	NA	4254.77361287762	3846.46426311782	3836.35492101362	3846.46426311782
UK	2014	University of Brighton	Taylor & Francis	NA	NA	136038.853198746	122983.884651528	122660.656336328	122983.884651528
UK	2014	University of Bristol	Taylor & Francis	NA	NA	315849.663936573	285539.1509369	284788.692135387	285539.1509369
UK	2014	Brunel University	Taylor & Francis	NA	NA	202390.100913542	182967.734879374	182486.855999603	182967.734879374
UK	2014	Buckinghamshire New University	Taylor & Francis	NA	NA	NA	NA	NA	NA
UK	2014	University of Cambridge	Taylor & Francis	NA	NA	169399.460462253	153143.041238993	152740.548120934	153143.041238993
UK	2014	Canterbury Christ Church University	Taylor & Francis	NA	NA	139299.978126848	125932.055725905	125601.078977876	125932.055725905
UK	2014	Cardiff University	Taylor & Francis	NA	NA	249035.28598471	225136.614765188	224544.906925688	225136.614765188
UK	2014	Cardiff Metropolitan University	Taylor & Francis	NA	NA	106968.394645668	96703.1726534969	96449.0157478188	96703.1726534969
UK	2014	University of Central Lancashire	Taylor & Francis	NA	NA	102745.094068055	92885.1611158143	92641.0387723086	92885.1611158143
UK	2014	Central School of Speech and Drama	Taylor & Francis	NA	NA	0	0	0	0
UK	2014	University of Chester	Taylor & Francis	NA	NA	0	0	0	0
UK	2014	University of Chichester	Taylor & Francis	NA	NA	37450.9946883346	33857.0099830686	33768.0264196891	33857.0099830686
UK	2014	City University London	Taylor & Francis	NA	NA	151467.526470564	136931.945292817	136572.058449923	136931.945292817
UK	2014	Courtauld Institute of Art	Taylor & Francis	NA	NA	0	0	0	0
UK	2014	Coventry University	Taylor & Francis	NA	NA	29908.0382483116	27037.9133578124	26966.8518589344	27037.9133578124
UK	2014	Cranfield University	Taylor & Francis	NA	NA	95956.626349857	86748.148702193	86520.1557579857	86748.148702193
UK	2014	University of Cumbria	Taylor & Francis	NA	NA	14782.4701539492	13363.8704056255	13328.7472565397	13363.8704056255
UK	2014	De Montfort University	Taylor & Francis	NA	NA	70148.4673941515	63416.6697206717	63249.9969621432	63416.6697206717
UK	2014	University of Derby	Taylor & Francis	NA	NA	NA	NA	NA	NA
UK	2014	University of Dundee	Taylor & Francis	NA	NA	138580.66197339	125281.768747114	124952.501094265	125281.768747114
UK	2014	Durham University	Taylor & Francis	NA	NA	285414.928291167	258025.084697705	257346.938828085	258025.084697705
UK	2014	University of East Anglia	Taylor & Francis	NA	NA	191430.58514732	173059.949043657	172605.109973347	173059.949043657
UK	2014	University of East London	Taylor & Francis	NA	NA	88707.8908070653	80195.0380657653	79984.2681172077	80195.0380657653
UK	2014	Edge Hill University	Taylor & Francis	NA	NA	NA	NA	NA	NA
UK	2014	University of Edinburgh	Taylor & Francis	NA	NA	336575.150479184	304275.716163449	303476.013605911	304275.716163449
UK	2014	Edinburgh Napier University	Taylor & Francis	NA	NA	57836.421228299	52286.1490651253	52148.7297282868	52286.1490651253
UK	2014	University of Essex	Taylor & Francis	NA	NA	134023.417774501	121161.860487771	120843.420847139	121161.860487771
UK	2014	University of Exeter	Taylor & Francis	NA	NA	264332.828360567	238966.128486945	238338.07368676	238966.128486945
UK	2014	Falmouth University	Taylor & Francis	NA	NA	24658.6033047362	22292.2404385972	22233.6515971451	22292.2404385972
UK	2014	University of Glasgow	Taylor & Francis	NA	NA	214702.916690295	194098.951290111	193588.817160055	194098.951290111
UK	2014	Glasgow Caledonian University	Taylor & Francis	NA	NA	173596.526759506	156937.33606903	156524.870721449	156937.33606903
UK	2014	University of Gloucestershire	Taylor & Francis	NA	NA	7553.02889146326	6828.20247389399	6810.25647724787	6828.20247389399
UK	2014	Glyndŵr University	Taylor & Francis	NA	NA	38947.7123653518	35210.0951482109	35117.5553836308	35210.0951482109
UK	2014	Goldsmiths, University of London	Taylor & Francis	NA	NA	117638.307180065	106349.14703153	106069.63841367	106349.14703153
UK	2014	University of Greenwich	Taylor & Francis	NA	NA	0	0	0	0
UK	2014	Harper Adams University	Taylor & Francis	NA	NA	23602.3055922358	21337.3103360769	21281.2312579898	21337.3103360769
UK	2014	Heriot-Watt University	Taylor & Francis	NA	NA	79170.0624059927	71572.5073672016	71384.399298925	71572.5073672016
UK	2014	University of Hertfordshire	Taylor & Francis	NA	NA	104028.940070264	94045.8028364212	93798.6300748143	94045.8028364212
UK	2014	Heythrop College	Taylor & Francis	NA	NA	0	0	0	0
UK	2014	University of Huddersfield	Taylor & Francis	NA	NA	3571.62917176365	3228.87777829535	3220.39158738324	3228.87777829535
UK	2014	University of Hull	Taylor & Francis	NA	NA	180099.239300383	162816.015800922	162388.100008344	162816.015800922
UK	2014	Imperial College London	Taylor & Francis	NA	NA	175303.861286411	158480.826238061	158064.304263644	158480.826238061
UK	2014	Institute of Cancer Research	Taylor & Francis	NA	NA	0	0	0	0
UK	2014	Institute of Education, University of London	Taylor & Francis	NA	NA	136716.65086939	123596.637468709	123271.798706244	123596.637468709
UK	2014	Keele University	Taylor & Francis	NA	NA	69765.9032666607	63070.8183596756	62905.054573514	63070.8183596756
UK	2014	University of Kent	Taylor & Francis	NA	NA	30348.3231933722	27435.9463581202	27363.8387422128	27435.9463581202
UK	2014	King's College London	Taylor & Francis	NA	NA	236976.563322775	214235.107423505	213672.05110905	214235.107423505
UK	2014	Kingston University	Taylor & Francis	NA	NA	144408.39875026	130550.246764191	130207.132408761	130550.246764191
UK	2014	Lancaster University	Taylor & Francis	NA	NA	145957.382458812	131950.582251152	131603.78751043	131950.582251152
UK	2014	University of Leeds	Taylor & Francis	NA	NA	NA	NA	NA	NA
UK	2014	Leeds College of Art	Taylor & Francis	NA	NA	849.852963812085	768.296824139858	766.277573497841	768.296824139858
UK	2014	Leeds Beckett University (formerly Leeds Metropolitan University)	Taylor & Francis	NA	NA	13842.4106913806	12514.0237493823	12481.1341815796	12514.0237493823
UK	2014	Leeds Trinity University	Taylor & Francis	NA	NA	14884.4908551322	13456.1006902195	13420.7351399477	13456.1006902195
UK	2014	University of Leicester	Taylor & Francis	NA	NA	0	0	0	0
UK	2014	University of Lincoln	Taylor & Francis	NA	NA	84496.5259493893	76387.8168366562	76187.0530910004	76387.8168366562
UK	2014	University of Liverpool	Taylor & Francis	NA	NA	170419.545956572	154065.23422885	153660.317387657	154065.23422885
UK	2014	Liverpool Hope University	Taylor & Francis	NA	NA	103399.101310499	93476.4065532368	93230.7302885231	93476.4065532368
UK	2014	Liverpool Institute for Performing Arts	Taylor & Francis	NA	NA	NA	NA	NA	NA
UK	2014	Liverpool John Moores University	Taylor & Francis	NA	NA	216664.303826181	195872.113909502	195357.319523611	195872.113909502
UK	2014	University of London (central)	Taylor & Francis	NA	NA	115741.378332618	104634.256960928	104359.25544601	104634.256960928
UK	2014	London Business School	Taylor & Francis	NA	NA	3529.4085877775	3190.70889265143	3182.32301784687	3190.70889265143
UK	2014	London Metropolitan University	Taylor & Francis	NA	NA	NA	NA	NA	NA
UK	2014	London School of Economics	Taylor & Francis	NA	NA	294731.270776119	266447.384376089	265747.102876725	266447.384376089
UK	2014	London School of Hygiene and Tropical Medicine	Taylor & Francis	NA	NA	28622.8015457027	25876.0143953694	25808.0066188968	25876.0143953694
UK	2014	London South Bank University	Taylor & Francis	NA	NA	NA	NA	NA	NA
UK	2014	Loughborough University	Taylor & Francis	NA	NA	190274.81860136	172015.095634281	171563.002665284	172015.095634281
UK	2014	University of Manchester	Taylor & Francis	NA	NA	418131.047183899	378005.101240896	377011.621872787	378005.101240896
UK	2014	Manchester Metropolitan University	Taylor & Francis	NA	NA	13715.2763713251	12399.0898743509	12366.5023776926	12399.0898743509
UK	2014	Middlesex University	Taylor & Francis	NA	NA	14744.1246283589	13329.2047083985	13294.1726682815	13329.2047083985
UK	2014	Newcastle University	Taylor & Francis	NA	NA	19402.295870835	17540.3545475903	17494.2546926012	17540.3545475903
UK	2014	Newman University	Taylor & Francis	NA	NA	29281.6694885733	26471.6540761024	26402.0808293975	26471.6540761024
UK	2014	University of Northampton	Taylor & Francis	NA	NA	72052.2687319243	65137.7727630652	64966.5765725581	65137.7727630652
UK	2014	Northumbria University	Taylor & Francis	NA	NA	239015.519136308	216078.394842392	215510.493968924	216078.394842392
UK	2014	Norwich University of the Arts	Taylor & Francis	NA	NA	0	0	0	0
UK	2014	University of Nottingham	Taylor & Francis	NA	NA	289599.046222561	261807.673751813	261119.586417988	261807.673751813
UK	2014	Nottingham Trent University	Taylor & Francis	NA	NA	9154.3191373877	8275.82490136829	8254.07423909785	8275.82490136829
UK	2014	Open University	Taylor & Francis	NA	NA	3930.41637299935	3553.23396576447	3543.89529646222	3553.23396576447
UK	2014	University of Oxford	Taylor & Francis	NA	NA	157880.950644988	142729.905216342	142354.780077609	142729.905216342
UK	2014	Oxford Brookes University	Taylor & Francis	NA	NA	315236.635099118	284984.951411831	284235.949166835	284984.951411831
UK	2014	Plymouth University	Taylor & Francis	NA	NA	161638.339584734	146126.716326485	145742.663631632	146126.716326485
UK	2014	University of Portsmouth	Taylor & Francis	NA	NA	4280.65684265103	3869.86360874602	3859.69276808788	3869.86360874602
UK	2014	Queen Margaret University, Edinburgh	Taylor & Francis	NA	NA	NA	NA	NA	NA
UK	2014	Queen Mary, University of London	Taylor & Francis	NA	NA	65243.7236205737	58982.6096833254	58827.5905960029	58982.6096833254
UK	2014	Queen's University Belfast	Taylor & Francis	NA	NA	329642.73851862	298008.573116681	297225.341969961	298008.573116681
UK	2014	Ravensbourne	Taylor & Francis	NA	NA	0	0	0	0
UK	2014	University of Reading	Taylor & Francis	NA	NA	159921.891244528	144574.986951247	144195.01253765	144574.986951247
UK	2014	Robert Gordon University	Taylor & Francis	NA	NA	68506.1717393476	61931.9769683811	61769.2063043285	61931.9769683811
UK	2014	University of Roehampton	Taylor & Francis	NA	NA	115814.288839022	104700.170610585	104424.995860303	104700.170610585
UK	2014	Rose Bruford College	Taylor & Francis	NA	NA	NA	NA	NA	NA
UK	2014	Royal Academy of Music	Taylor & Francis	NA	NA	302.983659945398	273.907833018738	273.187943842708	273.907833018738
UK	2014	Royal Agricultural University	Taylor & Francis	NA	NA	38432.0595597826	34743.926964128	34652.612390614	34743.926964128
UK	2014	Royal College of Art	Taylor & Francis	NA	NA	0	0	0	0
UK	2014	Royal College of Music	Taylor & Francis	NA	NA	NA	NA	NA	NA
UK	2014	Royal Conservatoire of Scotland	Taylor & Francis	NA	NA	3170.25683400978	2866.02313693403	2858.49060669643	2866.02313693403
UK	2014	Royal Holloway, University of London	Taylor & Francis	NA	NA	109696.557273903	99169.5271551131	98908.8881350303	99169.5271551131
UK	2014	Royal Northern College of Music	Taylor & Francis	NA	NA	922.020863206388	833.539131068787	831.348409497809	833.539131068787
UK	2014	Royal Veterinary College	Taylor & Francis	NA	NA	2436.02103063051	2202.24827242606	2196.46028645728	2202.24827242606
UK	2014	University of Salford	Taylor & Francis	NA	NA	223005.519595374	201604.794907404	201074.933792845	201604.794907404
UK	2014	School of Oriental and African Studies	Taylor & Francis	NA	NA	30477.4963072179	27552.7233740957	27480.3088428698	27552.7233740957
UK	2014	University of Sheffield	Taylor & Francis	NA	NA	264950.74490234	239524.746667787	238895.223697899	239524.746667787
UK	2014	Sheffield Hallam University	Taylor & Francis	NA	NA	877.437438734922	793.234154926725	791.149363572291	793.234154926725
UK	2014	University of South Wales	Taylor & Francis	NA	NA	108538.090338818	98122.2324994532	97864.3459968081	98122.2324994532
UK	2014	University of Southampton	Taylor & Francis	NA	NA	NA	NA	NA	NA
UK	2014	Southampton Solent University	Taylor & Francis	NA	NA	3032.53698858005	2741.51957647097	2734.3142685861	2741.51957647097
UK	2014	Staffordshire University	Taylor & Francis	NA	NA	6480.93390257536	5858.99108061472	5843.5923816622	5858.99108061472
UK	2014	Stranmillis University College	Taylor & Francis	NA	NA	NA	NA	NA	NA
UK	2014	University of St Andrews	Taylor & Francis	NA	NA	242257.322780213	219009.09879961	218433.495400684	219009.09879961
UK	2014	St George's University of London	Taylor & Francis	NA	NA	8294.24520073343	7498.28796004504	7478.5808334481	7498.28796004504
UK	2014	University of St Mark and St John	Taylor & Francis	NA	NA	41182.2843671773	37230.2264478811	37132.3773402247	37230.2264478811
UK	2014	St Mary's University College	Taylor & Francis	NA	NA	43539.7240742391	39361.4344534547	39257.9840690544	39361.4344534547
UK	2014	University of Stirling	Taylor & Francis	NA	NA	120463.008719556	108902.776087784	108616.555979067	108902.776087784
UK	2014	University of Strathclyde	Taylor & Francis	NA	NA	88148.8022424031	79689.6024352109	79480.160881083	79689.6024352109
UK	2014	University of Sunderland	Taylor & Francis	NA	NA	NA	NA	NA	NA
UK	2014	University of Surrey	Taylor & Francis	NA	NA	27710.0430171988	25050.8487390533	24985.0096768444	25050.8487390533
UK	2014	University of Sussex	Taylor & Francis	NA	NA	182060.234879846	164588.824439602	164156.249321527	164588.824439602
UK	2014	Swansea University	Taylor & Francis	NA	NA	142633.027919323	128945.249395045	128606.353320709	128945.249395045
UK	2014	Teesside University	Taylor & Francis	NA	NA	67252.4485778401	60798.5673500676	60638.7755322467	60798.5673500676
UK	2014	Trinity Laban	Taylor & Francis	NA	NA	1231.37744148932	1113.2083053168	1110.28255251582	1113.2083053168
UK	2014	UCL	Taylor & Francis	NA	NA	321201.106079386	290377.041934478	289613.868106433	290377.041934478
UK	2014	University College Birmingham	Taylor & Francis	NA	NA	109326.603963631	98835.0764142613	98575.3164032437	98835.0764142613
UK	2014	University for the Creative Arts	Taylor & Francis	NA	NA	0	0	0	0
UK	2014	University of the Arts London	Taylor & Francis	NA	NA	2632.87939792124	2380.21512649973	2373.95940505027	2380.21512649973
UK	2014	University of the Highlands and Islands	Taylor & Francis	NA	NA	0	0	0	0
UK	2014	University of the West of England	Taylor & Francis	NA	NA	239282.830655898	216320.053812004	215751.517806366	216320.053812004
UK	2014	University of the West of Scotland	Taylor & Francis	NA	NA	70793.4013291315	63999.7125705814	63831.5074490234	63999.7125705814
UK	2014	University of Ulster	Taylor & Francis	NA	NA	216313.914835128	195555.349997975	195041.388136326	195555.349997975
UK	2014	University of Wales Trinity St David	Taylor & Francis	NA	NA	124878.144940686	112894.213761453	112597.503289074	112894.213761453
UK	2014	University of Warwick	Taylor & Francis	NA	NA	532326.358228221	481241.65926085	479976.851833699	481241.65926085
UK	2014	University of West London	Taylor & Francis	NA	NA	1917.27627951188	1733.28486134852	1728.7294129084	1733.28486134852
UK	2014	University of Westminster	Taylor & Francis	NA	NA	144580.184004515	130705.546646522	130362.024129327	130705.546646522
UK	2014	University of Winchester	Taylor & Francis	NA	NA	165511.102649892	149627.829684095	149234.575304199	149627.829684095
UK	2014	University of Wolverhampton	Taylor & Francis	NA	NA	0	0	0	0
UK	2014	University of Worcester	Taylor & Francis	NA	NA	9235.33081116989	8349.06228987597	8327.11914386863	8349.06228987597
UK	2014	Writtle College	Taylor & Francis	NA	NA	NA	NA	NA	NA
UK	2014	University of York	Taylor & Francis	NA	NA	217176.0950753	196334.791111399	195818.7807095	196334.791111399
UK	2014	York St John University	Taylor & Francis	NA	NA	106877.351026283	96620.8660350456	96366.9254490072	96620.8660350456
UK	2014	University of Aberdeen	Wiley / Blackwell	NA	NA	342697.405196089	309810.448706446	308996.1996717	309810.448706446
UK	2014	Abertay University	Wiley / Blackwell	NA	NA	0	0	0	0
UK	2014	Aberystwyth University	Wiley / Blackwell	NA	NA	237890.604536114	215061.432671806	214496.204595428	215061.432671806
UK	2014	Anglia Ruskin University	Wiley / Blackwell	NA	NA	162140.814491368	146580.971228704	146195.724653473	146580.971228704
UK	2014	Arts University Bournemouth	Wiley / Blackwell	NA	NA	423.015956599346	382.42123032429	381.41614441141	382.42123032429
UK	2014	Aston University	Wiley / Blackwell	NA	NA	9515.94174720577	8602.74439743517	8580.13451984381	8602.74439743517
UK	2014	Bangor University	Wiley / Blackwell	NA	NA	195423.947590848	176670.088460292	176205.761160816	176670.088460292
UK	2014	University of Bath	Wiley / Blackwell	NA	NA	280416.508018806	253506.337826781	252840.068203728	253506.337826781
UK	2014	Bath Spa University	Wiley / Blackwell	NA	NA	0	0	0	0
UK	2014	University of Bedfordshire	Wiley / Blackwell	NA	NA	109816.886613361	99278.3090895098	99017.3841669164	99278.3090895098
UK	2014	Birkbeck, University of London	Wiley / Blackwell	NA	NA	90539.9968135408	81851.3260193294	81636.2029869004	81851.3260193294
