"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CYP","EXCH","TOT","NATUSD","A","2010",0.755045,
"CYP","EXCH","TOT","NATUSD","A","2011",0.719355,
"CYP","EXCH","TOT","NATUSD","A","2012",0.778294,
"CYP","EXCH","TOT","NATUSD","A","2013",0.753159,
"CYP","EXCH","TOT","NATUSD","A","2014",0.753731,
"CYP","EXCH","TOT","NATUSD","A","2015",0.901659,
"CYP","EXCH","TOT","NATUSD","A","2016",0.904035,
"MLT","EXCH","TOT","NATUSD","A","2000",1.020615,
"MLT","EXCH","TOT","NATUSD","A","2001",1.048315,
"MLT","EXCH","TOT","NATUSD","A","2002",1.010064,
"MLT","EXCH","TOT","NATUSD","A","2003",0.878717,
"MLT","EXCH","TOT","NATUSD","A","2004",0.802849,
"MLT","EXCH","TOT","NATUSD","A","2005",0.805445,
"MLT","EXCH","TOT","NATUSD","A","2006",0.794069,
"MLT","EXCH","TOT","NATUSD","A","2007",0.726007,
"MLT","EXCH","TOT","NATUSD","A","2008",0.682675,
"MLT","EXCH","TOT","NATUSD","A","2009",0.719843,
"MLT","EXCH","TOT","NATUSD","A","2010",0.755045,
"MLT","EXCH","TOT","NATUSD","A","2011",0.719355,
"MLT","EXCH","TOT","NATUSD","A","2012",0.778294,
"MLT","EXCH","TOT","NATUSD","A","2013",0.753159,
"MLT","EXCH","TOT","NATUSD","A","2014",0.753731,
"MLT","EXCH","TOT","NATUSD","A","2015",0.901659,
"MLT","EXCH","TOT","NATUSD","A","2016",0.904035,
"ROU","EXCH","TOT","NATUSD","A","2000",2.170872,
"ROU","EXCH","TOT","NATUSD","A","2001",2.906079,
"ROU","EXCH","TOT","NATUSD","A","2002",3.305543,
"ROU","EXCH","TOT","NATUSD","A","2003",3.320007,
"ROU","EXCH","TOT","NATUSD","A","2004",3.263657,
"ROU","EXCH","TOT","NATUSD","A","2005",2.913653,
"ROU","EXCH","TOT","NATUSD","A","2006",2.808983,
"ROU","EXCH","TOT","NATUSD","A","2007",2.43825,
"ROU","EXCH","TOT","NATUSD","A","2008",2.518858,
"ROU","EXCH","TOT","NATUSD","A","2009",3.049325,
"ROU","EXCH","TOT","NATUSD","A","2010",3.1779,
"ROU","EXCH","TOT","NATUSD","A","2011",3.048608,
"ROU","EXCH","TOT","NATUSD","A","2012",3.4682,
"ROU","EXCH","TOT","NATUSD","A","2013",3.327917,
"ROU","EXCH","TOT","NATUSD","A","2014",3.349175,
"ROU","EXCH","TOT","NATUSD","A","2015",4.005667,
"ROU","EXCH","TOT","NATUSD","A","2016",4.078792,
